,书名,豆瓣链接,评分,评分人数,作者国籍,作者,出版社,原作名,译者,出版日期,页数,价格,装帧,丛书,ISBN,内容简介,作者简介
10,孽子,https://book.douban.com/subject/1076654/,8.8,9050, ,白先勇,花城出版社, , ,2000-4-1,368,21.80,平装,白先勇文集,9787536028449,,白先勇，小说家、散文家、评论家、剧作家。1937年生，广西桂林人。台湾大学外文系毕业，美国爱荷华大学“作家工作室”（Writer's Workshop）文学创作硕士。他的小说被译成英、法、德、意、日、韩等多种语言文字，在海内外拥有读者无数。著有短篇小说集《寂寞的十七岁》、《台北人》、《纽约客》，长篇小说《孽子》，散文集《蓦然回首》、《明星咖啡馆》、《第六只手指》、《树犹如此》，电影剧本《金大班的最后一夜》、《玉卿嫂》、《孤恋花》、《最后的贵族》等，重新整理明代大剧作家汤显祖的戏曲《牡丹亭》、高濂《玉簪记》，并撰有父亲白崇禧及家族传记。
11,疯癫与文明,https://book.douban.com/subject/1036541/,8.8,9240, ,（法）米歇尔·福柯,生活·读书·新知三联书店,Folie et Déraison: Histoire de la folie à l'âge classique,刘北成 / 杨远婴,2003-01,274,14.60,平装,学术前沿,9787108017956,这部著作是对知识的清洗和质疑。 它把“自然”的一个片断交还给历史，改造了疯癫，即把我们当作医学现象的东西变成了一种文明现象。……实际上，福柯从未界定疯癫；疯癫并不是认识对象，其历史需要重新揭示；可以说，它不过是这种认识本身；疯癫不是一种疾病，而是一种随时间而变的异己感；福柯从未把疯癫当作一种功能现实，在他看来，它纯粹是理性与非理性，观看者与被观看者相结合所产生的效应。 疯癫不是一种自然对象，而是一种文明产物。没有把这种现象说成疯癫并加以迫害的各种文化的历史，就不会有疯癫的历史。,米歇尔・福柯，20世纪极富挑战性和反叛性的法国思想家。青年时期就学于巴黎高等师范学校，以后曾担任多所大学的教职。1970年起任法兰西学院思想系统史教授，直至逝世。 福柯振奋多多数研究致力于考察具体的历史，由此开掘出众多富有冲击力的思想主题，从而激烈地批判现代理性话语；同时，福柯的行文风格具有鲜明的文学色彩，讲究修辞，饱含激情，这也是他在欧美世界产生巨大影响的一个重要原因。
12,失乐园1,https://book.douban.com/subject/1887754/,8.3,6297, ,幾米,现代出版社, , ,2006-10,159,26.00,平装,幾米作品,9787801888020,幾米在《失乐园》里创造了数十位小朋友，以各种独特的方式为受伤的心发声。这些角色中，有的害羞寂寞，有的世故早熟，有的遗失了童年，有的终日寻求不可知的答案……他们天真的话语表达了我们内心曾有的困惑，所有不被理解的情绪，在失乐园里都得到了抚慰。 如果我们安静倾听，就可以感受到失乐园里温柔的光，看到彩虹以微笑的姿势出现。,幾米，绘本作家。 1998年开始创作。作品风靡两岸三地、美、法、德、希腊、韩、日、泰等国皆有译本。学界和媒体多次以“几米现象”为主题分析讨论，《Studio Voice》杂志选为亚洲最有创新的五十五人之。
13,汤姆・索亚历险记,https://book.douban.com/subject/1018482/,8.1,8517,美,马克·吐温,少年儿童出版社, ,郑炜,2001-8,270,9.00,平装, ,9787532445370,小说描写的是以汤姆・索亚为首的一群孩子天真浪漫的生活。他们为了摆脱枯燥无味的功课、虚伪的教义和呆板的生活环境，作出了种种的冒险经历。,马克·吐温（Mark Twain，1835～1910），原名萨缨尔·兰亨·克里曼斯，美国著名作家。出生于密西西比河畔的汉尼技小镇，12岁时缀学当小工，曾在小报馆当排字工人，又当过水手，还在南北战争中参加过南军，26岁时去西部内华达挖矿淘金，失败后当报馆记者。 马克·吐温的作品，有不少取材自童年生活，特别是他在密西西比河上的生活；Mark Twain这个笔名即取自水手的行话，意思是“12英尺深”，指水的深度足以使航船通行无阻。《汤姆·索亚历险记》和《哈克贝利·费恩历险记》，都是以密西西比河及河边小镇为背景的。 马克·吐温写过不少针砭时政、讽刺封建制度和宗教以及抨击黑奴制的小说，如与华尔纳合写的《镀金时代》，以英国为背景的《王子与贫儿》、《亚瑟王宫廷中的美国佬》，以及《傻瓜威尔逊》。在这些作品中，他用辛辣的笔调，尽情讽刺和揭露了当时盛行的投机、拜金狂热、暗无天日的社会现实和惨无人道的种族歧视。 马克·吐温的作品对后来的美国文学产生了深远的影响，人们普遍认为，他是美国文学史上的里程碑，并把他誉为“美国文学中的林肯”。马克·吐温的作品，深受各国读者的喜爱，他的主要作品现在大多已有中文译本。
14,灵猫,https://book.douban.com/subject/2039490/,8.0,4466, ,筱原千绘,远方, ,王峰,2003, ,18.00, , ,9788059517182,"那一年...... 種沒多久的夾竹桃全開花了! 後來才發現,那就是所有異變的開始。 家裡養的貓突然死了,我傷心的將牠埋在夾竹桃樹下,可是除了周遭變得奇怪之外,貓的屍體竟然在第二天不翼而飛,並在晚上突然出現我眼前......天啊!貓的屍體之中竟藏了個男性靈魂!",长篇 1.魔影紫光（又名紫眸少女） 英文：Purples in the dark 2.双胞少女（又名海暗月影） 3.灵猫（又名:陵子的心灵事件薄） 4.苍之封印 英文：Ao No Fuuin 5.天是红河岸（又名暗河魅影） 短篇集 单行本： 〈筱原千绘杰作集〉1~4（小学馆） 〈逃亡急行〉（小学馆） 文库本： 〈冰冻的夏日〉（小学馆） 〈铃声响5次〉（小学馆） 〈深夜的访客〉（收录于《深夜的访客》） 《五次铃声》（收录于《深夜的访客》） 〈温柔杀手〉（收录于《深夜的访客》） 《目击者》（收录于《目击者》） 《冬花安魂曲》（收录于《目击者》） 《水晶娃娃》（收录于《目击者》） 《眠之街》（收录于《目击者》） 《红色传说》（收录于《目击者》） 《暗夜传说》（收录于《暗夜传说》） <午夜逃亡者>（收录于《暗夜传说》） <404号自杀室>（收录于《暗夜传说》） <周末招待券>（收录于《暗夜传说》） 《暗夜猎杀》（收录于《暗夜猎杀》） 《冰冻的夏日》（收录于《暗夜猎杀》） 《爱你爱到杀死你》（收录于《暗夜猎杀》） 《逃亡急行》（收录于《逃亡急行》） 《失踪都市》（收录于《逃亡急行》） <死刑台72小时~战栗之馆~> 刊登杂志《阳光下的REFRAIN》，刊登在《COLONNADE》初春好，1982年2月 《语部传说》，刊登在《COLONNADE》春直号，1982年4月 《北之花沟》刊登在《COLONNADE》初夏号，1982年6月 《莎拉的篝火》刊登在《COLONNADE》夏之号，1982年8月
15,宮崎あおい写真集 20TH ANNIVERSARY 「光」,https://book.douban.com/subject/1914127/,8.9,1895, ,マグナス,ネコ・パブリッシング, , ,2005-11-30, ,JPY 10000,大型本, ,9784777051229,出版社/著者からの内容紹介 カメラマンにマグナス・ウナー、スタイリングにニコラ・フォルミケッティという世界のファッション業界で活躍する2人のア＼＼ ーティストを迎え、神秘的な世界がいまも残る中国・雲南の地を舞台に長期撮影を敢行。これまでにない彼女の表情がたくさん詰まっています＼＼ 。 また、A３という大判サイズに収めることにより、まるでポスターを一冊の本にまとめたようなアーティスティックな魅力に溢れた作品に仕上＼ がっています。 内容（「MARC」データベースより） 20歳になる前に見た、光。中国のやわらかい、光。心に射し込む、光。未来に放つ、光。いろんな色に変化する、光-。「光」をテーマにして撮影した宮崎あおいのポートレート写真集。,
16,二三事,https://book.douban.com/subject/3016219/,8.0,5957, ,安妮宝贝,北京十月文艺出版社, , ,2008-2,223,25.00,精装,安妮宝贝 08新版,9787530209189,我们之间的事，就像一封已被投递的旧信，信里有发黄故纸渗透彼时的潋滟春阳，时间与记忆背道而驰，记忆被投递到虚无之中！ 这是本属于安妮宝贝的文字疆域。温暖与酷烈交织，沉堕与清醒对峙。《二三事》，她的第五本书。一本关于遗忘或者记得。爱与恩慈。生之繁华直至荒芜的小说。不断行进，并终究走向静默。 小说的5个大部分，均是书里主要人物的名字。纯粹安妮宝贝清淡风格的名字：良生、莲安、沿见、恩和、盈年。安妮宝贝摆弄她小说里的人物，如同摆弄一枚枚沉默不语的棋子，他们随波逐流，却总是一往无前，自有一种凛冽意志。不容多加解释。阅读《二三事》，就如同观望一出沉静而分明的生命棋局。犹如“一幕一幕的画面在心里掠过，犹如不定格的镜头。带有一种隐约的肯定之感。”她总是能够淡薄自处，但轻易击中你内心小小的不安天地。一切不过日光之下的二三事。亦不过是旧的事。但人与事，时与地，看似纯简却是意味深长。,安妮宝贝，自由作家，现居北京。曾任职金融广告网络等行业。已出版短篇小说集《告别薇安》，散文及短篇小说集《八月未央》，长篇小说《彼岸花》，摄影图文集《蔷薇岛屿》。
17,来来往往,https://book.douban.com/subject/1038744/,7.2,4360, ,池莉,作家出版社, , ,1998-08,188,12.00,平装, ,9787506314794,男主人公康伟业在改革开放年代下海经商成了大款，原本就磕磕绊绊不幸福但也相安无事的家庭受到冲击，妻子段莉娜变得益发狭隘庸俗，康伟业身不由己地移情别恋，与一位聪明能干又风情万种的外企白领丽人林珠发生了一场摧肝断肠的爱情纠葛。但这场婚外恋经受不住现实生活的打击，林珠飘然离去，康伟业为填补精神空虚，与一位更年轻更新潮的女孩子结为游戏伙伴。不和谐不如意的婚姻仍在继续，康伟业自己也不清楚将来会怎样，便与寻常人一样在滚滚红尘中来来往往……,池莉，女，1957年生，曾发表小说多篇。其作中篇小说《烦恼人生》获本刊第三届百花奖。中篇小说《太阳出世》获本刊第四届百花奖。中篇小说《你是一条河》、短篇小说《冷也好热也好活着就好》获本刊第五届百花奖。现为武汉市专业作家。
18,鬼吹灯Ⅱ之三·怒晴湘西,https://book.douban.com/subject/2340300/,7.9,15779, ,天下霸唱,安徽文艺出版社, , ,2007-12,309,28.00,平装,鬼吹灯,9787539629216,琉璃厂的名家乔二爷请胡八一为他选处吉宅，聊天中，八一得知乔二爷发家于一座元代大墓，墓中“有水无鱼”。元墓真有如此神秘？ 胡八一心想去湘西寻找千年内丹救多铃性命，于是向曾去过湘西的陈瞎子打探消息。陈瞎子得知Shiney杨是搬山道人鹧鸪哨的后人，不禁唏嘘感叹起自己前半生的风云岁月。 话说半个多世纪之前，正值壮年的卸岭盗魁陈瞎子伙同军阀合盗湘西瓶山元将之墓。墓中机关重重，几次均未得手，死伤甚众。于是陈瞎子联络搬山道人，告知瓶山中有千年丹丸，四处寻找耄尘珠的鹧鸪哨为之心动，决定同卸岭众盗一同发掘瓶山…… 时光荏苒，两位巨盗已化作历史的尘埃，当初他们从湘西盗出的宝物如今展现于博物馆内，遍身的纹饰好像密码一般，无人能解……,
19,我爱阳光,https://book.douban.com/subject/1031818/,7.4,3636, ,许佳,春风文艺出版社, , ,2004-1,253,16.00,平装, ,9787531318927,看《我爱阳光》让你一下子找到了在阳光下旋转的快乐感觉……里面有我们生活的影子，有我的影子，有阳光的影子，有快乐的影子，有梦想的影子。 本书以诗性的语言叙述了一个高二男生以青春而敏动的心灵对于世俗生活进行个人的反叛与逃离，从一个侧面生动地描述了少男少女成长的烦恼。在他们烦恼中，不但看到了对现行教育制度的不满，更看到了觉醒中的心灵对真实人生的寻求，一个少年人摆脱幼稚的童年，走向独立思考的成年的征兆。,
20,比我老的老头,https://book.douban.com/subject/1049361/,8.3,4519, ,黄永玉,作家出版社, , ,2003-07,215,23.00,平装, ,9787506326308,“文革”过了，我们下了三年乡又回到北京城了，在周恩来总理指示下，我和一些人被调到北京饭店去参加十八层新楼的美术工作。我没有画画的任务，只做了一些计划书的书面构想，比如哪一层会议室画些什么，摆什么，什么格式，请谁搞谁画最合适之类设想。也不一定按时上班。做具体工作的都是海内高手，我分内的工作也不怎么操心。,黄永玉湖南凤凰县人，1924年7月9日出生。受过小学至初中二年的教育。16岁开始以绘画及木刻谋生。曾任瓷场小工、小学教员、民众教育馆员、剧团见习美术队员、报社编辑、电影编剧及美术学院教授。写过诗、杂文、小说、剧本。出版过画册、诗集、杂文集、木刻画集。在中国内地和香港、澳大利亚、德国、意大利开过个人画展。
21,生命的不可思议,https://book.douban.com/subject/1859649/,8.1,4952, ,胡因梦,东方出版中心,死亡与童女之舞, ,2006-8,255,28.00,平装, ,9787801865052,《生命的不可思议》是作者历经半生的探索与跌撞后亲笔撰写而成的。她以拳拳自省、娓娓妙曼的叙述方式，勇敢而真实地揭露了自身成长历程，呈现的是一幅诡谲而寥廓的心灵地图。 作者集美丽气质与卓越才华于一身，自传从她父母那一代开始谈起，一直到她长大成为演员、作家、译者，最后蜕变为“身心灵”的探讨者与治疗者为止。书中生动的描绘了她的童年经历、两性经验、因缘生灭，以及对人类本体生存的洞察与反思，读来有一种直指本觉、豁然开朗的震撼。这是一本关于成长、自觉与自救的传记。,胡因梦，台湾演员、作家与译者、“身心灵课程”引领讲师。又名胡茵梦、胡因因、胡因子，1953年生于台中市，12岁以前的童年生活都在台中度过。1971年考进辅仁大学德文系。20岁主演《云深不知处》，从此展开长达15年的演艺生涯。演出过《梅花》、《海滩上的一天》、《我们都是这样长大的》等四十余部电影。35岁之后，完全停止演艺工作，专事有关身心灵探究及翻译与写作，首度将克里希那穆提的思想引介到台湾，并致力于推动“新时代”的意识革命及生态环保等议题。著有《胡言梦语》、《茵梦湖》、《古老的未来》、《死亡与童女之舞》，译有《般若之旅》、《超越时空》、《克里希那穆提传》、《点亮自性之光》、《生命之书》、《恩宠与勇气》、《转逆境为喜悦》、《不逃避的智慧》等书。
22,大灰狼罗克,https://book.douban.com/subject/1024889/,8.7,4284, ,郑渊洁,学苑出版社, , ,1996-10-1,249,10.00,平装,郑渊洁童话,9787507711950,罗克的经历很离奇，涉入过人类生活的众多领域。罗克用狼眼观察人类世界。他当过美容师，做过警探，开过加油站，摆过烤鱼串摊，还担任过春节联欢晚会的总导演。欢迎你也来用狼眼看人类。,郑渊洁，作家。脱口秀节目主持人。一个人写一本月刊23年世界纪录保持者。皮皮鲁讲堂教师。皮皮鲁作文大赛评委会主任。2008年北京奥运会吉祥物评选委员会委员。1955年出生于河北石家庄一个军官家庭。其父原籍山西浮山。其母原籍浙江绍兴。祖父和外祖父都是医生。在北京长大。1977年选择用母语写作作为谋生手段。1985年创刊至今的《童话大王》半月刊是全部刊登郑渊洁一人作品的杂志，创刊23年总印数逾亿册。其作品字数达两千万字。皮皮鲁、鲁西西、罗克、舒克和贝塔是他笔下的人物。《皮皮鲁总动员》（由54本书构成）是郑渊洁目前在图书市场销售的系列丛书。1993年当选北京首届十大杰出青年。郑渊洁创作童话30年，作品已售出1亿2千万册。2008年汶川地震，郑渊洁成为向地震灾区捐款最多的中国作家，捐款总额达38万元人民币。
