,书名,豆瓣链接,评分,评分人数,作者国籍,作者,出版社,原作名,译者,出版日期,页数,价格,装帧,丛书,ISBN,内容简介,作者简介
10,查令十字街84号,https://book.douban.com/subject/1316648/,8.3,60606,美,海莲·汉芙,译林出版社,"84, Charing Cross Road",陈建铭,2005-05-01,135,18.00,平装, ,9787806579060,这本被全球人深深钟爱的书，记录了纽约女作家海莲和一家伦敦旧书店的书商弗兰克之间的书缘情缘。双方二十年间始终未曾谋面，相隔万里，深厚情意却能莫逆于心。无论是平淡生活中的讨书买书论书，还是书信中所蕴藏的难以言明的情感，都给人以强烈的温暖和信任。这本书既表现了海莲对书的激情之爱，也反映了她对弗兰克的精神之爱。海莲的执著、风趣、体贴、率真，跳跃于一封封书信的字里行间，使阅读成为一种愉悦而柔软的经历。来往的书信被海莲汇集成此书，被译成数十种文字流传。 译者陈建铭是台湾一位古旧书店的工作人员，他在未被出版方邀作译者之前，便凭着自己对《查令十字街84号》的热爱动手开始翻译其中的章节。 现在世间已无查令十字街84号的旧书店，但英国文学，古本图书，伦敦巷陌，书中的这些话题仍不断激起后来者的思念和共鸣。广播、舞台和银幕也钟情于这本爱书人的掌上明珠，每年都有世界各地的书迷到伦敦查令十字街朝圣，渐渐地，《查令十字街84号》成为全球爱书人之间的一个暗号。,海莲·汉芙（Helene Hanff），1916年4月15日出生在费城。绝大部分的岁月都在曼哈顿度过，一生潦倒。海莲·汉芙生前从事最多的工作乃是为剧团修审剧本；并曾为若干电视剧集撰写剧本。主要的著作有：日记体的纽约市导游册《我眼中的苹果》、自传《Q的遗产》、《纽约来鸿》、《布鲁姆斯伯里的 女伯爵》以及一系列以少年为对象的美国历史读物。1997年，海莲·汉芙因肺炎病逝于纽约市。
11,三体Ⅱ,https://book.douban.com/subject/3066477/,9.3,294317, ,刘慈欣,重庆出版社, , ,2008-5,470,32.00,平装,科幻世界·中国科幻基石丛书,9787536693968,三体人在利用魔法般的科技锁死了地球人的科学之后，庞大的宇宙舰队杀气腾腾地直扑太阳系，意欲清除地球文明。 面对前所未有的危局，经历过无数磨难的地球人组建起同样庞大的太空舰队，同时，利用三体人思维透明的致命缺陷，制订了神秘莫测的“面壁计划”，精选出四位“面壁者”。秘密展开对三体人的反击。 三体人自身虽然无法识破人类的诡谲计谋，却依靠由地球人中的背叛者挑选出的“破壁人”，与“面壁者”展开智慧博弈…… “面壁计划”究竟能否成功？地球人究竟能否在这场你死我活的文明生存竞争中战而胜之？神秘的 “黑暗森林”究竟意味着什么？,刘慈欣，祖籍河南，长于山西，中国科普作家协会会员，山西省作家协会会员，高级工程师。 自1999年处女作《鲸歌》问世以来，刘慈欣已发表短篇科幻小说三十余篇、出版长篇科幻小说六部，并创下连续八年荣获中国科幻最高奖“银河奖”的纪录。他的长篇作品《三体》开创《科幻世界》月刊连载原创作品的先例，成为2006年度最受关注、最畅销的科幻小说。
12,找死的兔子,https://book.douban.com/subject/2171321/,8.4,13658,英,安迪·莱利,南海出版公司, , ,2007-8,96,18.00,精装,新经典文库,9787544237970,这是一本主角是兔子的漫画，内容荒诞不经却充满令人惊喜的黑色幽默。小白兔想快乐地、有趣地不再活下去。它透过放大镜静静地望着太阳；它义无反顾地袭击外星人；它炸掉比萨斜塔；它向核武器根据地进攻；它在直升机螺旋桨下玩蹦床；它从下面钻开硫酸瓶子；它口含唱片去撞墙；当其他动物都登上诺亚方舟的时候，它却在地面上悠然自得……,安迪·莱利（Andy Riley），电视电影编剧、漫画家，在《观察家杂志》上每周连载漫画，被誉为“英国的盖瑞·拉森”。他曾为Black Book、Trigger Happy TV、So Graham Norton、Smack the Pony撰写剧本。1995年至2001年，他的10多部作品在英国BBC电视台播放，其中与人合作的Robbie the Reindeer获得英国电影电视艺术学院奖（BAFTA）。他还撰写了迪斯尼动画电影《罗密欧与朱丽叶》（Gnomeo and Juliet）的剧本。
13,琥珀·恋爱的犀牛,https://book.douban.com/subject/3010133/,8.4,14599, ,廖一梅,新星出版社, , ,2008-3,201,20.00,平装, ,9787802254046,《琥珀》和《恋爱的犀牛》是近年来倍受瞩目的编剧廖一梅最重要的两部戏剧作品。两剧由先锋戏剧导演孟京辉执导搬上舞台，皆是中国剧坛的话题之作。《琥珀》2005年3月在香港艺术节首演，后在各地巡回，被称为亚洲剧坛的旗帜性作品。《恋爱的犀牛》1999年首演，长演不衰，是最受欢迎的小剧场戏剧之一，被视为小剧场史上的奇迹。《琥珀》的剧本是首次出版。,廖一梅，著名编剧、作家。毕业于中央戏剧学院，现为中国国家话剧院编剧。 主要戏剧作品：《艳遇》（2007年中国国家话剧院首演），《琥珀》（2005年中国国家话剧院首演），《魔山》（2005年北京儿艺股份有限公司首演），《恋爱的犀牛》（1999年中央实验话剧院首演）。主要电影作品：《像鸡毛一样飞》;《生死劫》；《一曲柔情》等，另有多部电视剧集。著有小说《悲观主义的花朵》、《魔山》。
14,致我们终将逝去的青春,https://book.douban.com/subject/2209098/,7.8,91990, ,辛夷坞,朝华出版社, , ,2007-8,315,25.00,平装, ,9787505416772,自喻为“玉面小飞龙”的郑微，洋溢着青春活力，心怀着对邻家哥哥林静浓浓的爱意，来到大学。可是当她联系林静的时候，却发现出国的林静并没有告诉她任何消息。生性豁达的她，埋藏起自己的爱情，享受大学时代的快乐生活。却意外地爱上同学校的陈孝正，板正、自闭而又敏感、自尊的陈孝正却在毕业的时候又选择了出国放弃了郑微。 几年后，林静和陈孝正都出现在郑微面前，而工作后的郑微也纠葛在工作、感情甚至阴谋之中。郑微感情的天平，会倾向于哪一个呢？,辛夷坞，办公室闲人，青春将逝未逝，业余爱好空白，聊以写文谋杀时间。无远大抱负，热衷一切小情小趣的事物，但并不迷恋。平生最大的优点就是不感性，不较真；最大的缺点是明知故犯。
15,中国大历史,https://book.douban.com/subject/1015699/,8.2,28734, ,黄仁宇,生活·读书·新知三联书店, , ,2007-2,350,19.00,平装,黄仁宇作品系列,9787108010360,中国历史典籍浩如烟海，常使初学者不得其门而入。作者倡导“大历史”（macro-history），主张利用归纳法将现有史料高度压缩，先构成一个简明而前后连贯的纳领，然后在与欧美史比较的基础上加以研究。本书从技术的角度分析中国历史的进程，着眼于现代型的经济体制如何为传统社会所不容，以及是何契机使其在中国土地上落脚。 为什么称为“中国大历史”？中国过去150年内经过人类历史上规模最大的一次革命，从一个闭关自守中世纪的国家蜕变而为一个现代国家，影响到10亿人口的思想信仰、婚姻教育与衣食住行，其情形不容许我们用寻常尺度衡量。,黄仁宇，生于湖南长沙，1936年入天津南开大学电机工程系就读。抗日战争爆发后，先在长沙《抗日战报》工作，后来进入国民党成都中央军校，1950年退伍。其后赴美攻读历史，获学士、硕士、博士学位。曾任哥伦比亚大学访问副教授及哈佛大学东亚研究所研究员。参与《明代名人传》及《剑桥中国史》的集体研究工作。
16,尘埃星球,https://book.douban.com/subject/1915536/,7.2,27650, ,落落,长江文艺出版社, , ,2009-6,224,22.80,平装16开, ,9787535432926,正值花季的少年夏圣轩和夏政均是离异家庭的单亲子女。两家比邻而居，两人既是朋友又如兄弟，有一种专属于少年间的微妙的羁绊。但是由于两人父母再度结合，使少年们的心中产生了矛盾和抗拒，两人的关系也发生了变化……并因为一次不幸的事故，让两个人的少年之间的关系陷入更大的危机……亲情，友情，爱情。如何做出抉择。摆在两个少年面前的是一道难题。,落落，82年4月生，上海人，编辑，自由撰稿人。 著有长篇小说《年华是无效信》（2005年），短篇小说集《那些生命中温暖而美好的事情》（2005年），长篇小说《尘埃星球》（2007年），随笔集《不朽》（2008年）。
17,灿烂千阳,https://book.douban.com/subject/2143732/,8.9,119170,美,卡勒德·胡赛尼,上海人民出版社,A Thousand Splendid Suns,李继宏,2007-9,428,28.00,平装,卡勒德·胡赛尼作品,9787208072107,私生女玛丽雅姆在父亲的宅院门口苦苦守候，回到家却看到因绝望而上吊自杀的母亲。那天是她十五岁的生日，而童年嘎然而止。玛丽雅姆随后由父亲安排远嫁喀布尔四十多岁的鞋匠拉希德，几经流产，终因无法生子而长期生活在家暴阴影之下。 十八年后，少女莱拉的父母死于战火，青梅竹马的恋人也在战乱中失踪，举目无亲的莱拉别无选择，被迫嫁给拉希德。两名阿富汗女性各自带着属于不同时代的悲惨回忆，共同经受着战乱、贫困与家庭暴力的重压，心底潜藏着的悲苦与忍耐相互交织，让她们曾经水火不容，又让她们缔结情谊，如母女般相濡以沫。然而，多年的骗局终有被揭穿的一天…… 她们将做出如何的选择？她们的命运又将何去何从？ 关于不可宽恕的时代，不可能的友谊以及不可毁灭的爱。《灿烂千阳》再次以阿富汗战乱为背景，时空跨越三十年，用细腻感人的笔触描绘了阿富汗旧家族制度下苦苦挣扎的妇女，她们所怀抱的希望、爱情、梦想与所有的失落。,卡勒德·胡赛尼（Khaled Hosseini），1965年生于喀布尔，后随父亲逃往美国。胡塞尼毕业于加州大学圣地亚哥医学系，现居加州执业，并因其巨大的国际影响力，受邀担任联合国亲善大使。他的第一本小说《追风筝的人》问世后大获成功，因书中角色刻画生动，故事情节震撼感人，蝉联亚马逊排行榜131周之久，全球热销600万册，创下出版奇迹。
18,梦里花落知多少,https://book.douban.com/subject/1082398/,8.8,22515, ,三毛,哈尔滨出版社, , ,2003-8,255,15.80,平装,三毛全集（华文天下2003版）,9787806399569,在丈夫荷西去世后，悲痛的三毛写下这部散文集，其中饱含她对丈夫的思念。荷西的死对三毛又是一场劫难，因此她在这本书中、在文学上、心情上都与早期大不相同，说情叙事极其内敛、笔调哀而不伤，诉说了对荷西的无比思念之情。,三毛（1943-1991），台湾作家。1943年3月26日出生于重庆，浙江省定海县人。本名为陈惠平，1946年改名陈平，笔名“三毛”。1964年入中国文化大学哲学系，肄业后曾留学欧洲，婚后定居西属撒哈拉沙漠加那利岛并以当地的生活为背景，写出一连串情感真挚的作品。1981年回到台湾，在中国文化大学任教，1984年辞去教职，专职从事写作和演讲。1991年1月4日自杀而死，终年48岁。 三毛的足迹遍及世界各地，平生著作、译作十分丰富，其中《撒哈拉的故事》《雨季不再来》《哭泣的骆驼》《我的宝贝》《闹学记》《滚滚红尘》等散文、小说、剧本更是脍炙人口，在全球华人社会广为流传，在中国大陆风靡一时，影响了整整一代人。
19,数字城堡,https://book.douban.com/subject/1057206/,7.4,23448,美,丹·布朗,人民文学出版社,Digital Fortress,朱振武,2004-9,371,25.00,平装,99畅销文库,9787020048144,世界上最隐秘的情报部门——美国国家安全局（NSA）斥巨资建造了一台可以破解一切密码的机器——万能解密机。这台超级电脑帮助NSA挫败了无数恐怖分子的阴谋，但这台电脑也能截获普通人的电子邮件。这个世界已没有隐私和秘密可言！ NSA前程序设计师远诚友加针锋相对地推出了“数字城堡”，他声称这是具有不可破解的密码的加密软件，并以此要挟NSA，要求他们向世人宣布万能解密机的存在。不料，远诚友加在西班牙意外死亡，而刻有口令的戒指却神秘失踪。 NSA首席密码破解专家苏珊·弗莱切与男友——语言学家戴维·贝克猝不及防地被卷入了这一事件中。两人各自在扑朔迷离的情境中经历了险象环生的一幕幕……,丹·布朗（Dan Brown）是美国当今最著名的畅销书作家之一。他2003年3月出版的《达·芬奇密码》创造了一个书市奇迹，旋风般地横扫了美国各大畅销书榜，连续数十周高居《纽约时报》畅销书榜首，全球销量已超过800万册。丹·布朗也凭这部小说而大红大紫。《数字城堡》是丹·布朗的长篇悬念惊悚小说处女作，其创作灵感来自于一个真实的事件。丹·布朗还创作了《天使与魔鬼》、《圈套》等小说，可以说本本都很叫座。 译者朱振武，1963年生，英美文学博士，世界文学博士后。也是《达·芬奇密码》和《破解》的主要译者。
