,书名,豆瓣链接,评分,评分人数,作者国籍,作者,出版社,原作名,译者,出版日期,页数,价格,装帧,丛书,ISBN,内容简介,作者简介
10,20几岁，决定女人的一生,https://book.douban.com/subject/2133074/,7.0,10260, ,南仁淑,南海出版公司, ,李敏姬,2007-6,219,22.00,平装, ,9787544237420,全书共分为8个部分，如何做一个好命的女人、对幸福的定义、20几岁是如何明确人生方向的年纪、20几岁应该如何开始提高交朋友的水准、为了改变命运如何开始投资、积极的想法会带给你什么以及对美丽、对婚姻的阐释。,南仁淑，1974年了生于韩国首尔，毕业于淑明女子大学韩国文学系，从就读文学开始，就成为活跃的广播作家、影视剧本作家、自由撰稿人，目前专注于小说，童话等文学作品的创作。主要作品有《人造太阳》、少年小说《去见妈妈的路》、长篇小说《农村饭·汉城饭》、短篇集《变成狮子的小狗》等。
11,朝花夕拾,https://book.douban.com/subject/1449352/,9.1,148756, ,鲁迅,人民文学出版社, , ,1973-4,92,0.25,平装,鲁迅作品集, ,《小引》 《狗·猫·鼠》 《阿长与山海经》 《二十四孝图》 《五猖会》 《无常》 《从百草园到三味书屋》 《父亲的病》 《琐记》 《藤野先生》 《范爱农》 《后记》,
12,普罗旺斯的一年,https://book.douban.com/subject/1075538/,8.2,11821,英,彼得·梅尔,陕西师范大学出版社, ,逸文,2004-4,280,29.80,平装, ,9787561325971,收有“这一年的记忆是由一顿午餐开始的”、“冰封雪埋的日子”、“春季到来农夫忙”、“采摘樱桃的时节”、“疯狂的蔚蓝海岸”等文章。,彼得·梅尔，英国知名作家，曾任国际大广告公司的高级主管。在纽约麦迪逊大街的广告业打拼了15年之后，于1975年开始专职写作。 主要作品有旅游散文《普罗旺斯的一年》、《永远的普罗旺斯》、《重返普罗旺斯》，小说《茴香酒店》和《追踪塞尚》，时节尚读物《品位》和美食散文集《吃懂法兰西》等。《一只狗的生活意见》是他第一部关于狗儿仔仔的作品。 目前他和妻子及两只爱犬隐居于法国的普罗旺斯地区。
13,失落的一角,https://book.douban.com/subject/1033190/,8.8,11360, ,谢尔・希尔弗斯坦,南海出版公司,The Missing Piece,陈明俊,2003-9-1,108,20.00,精装,谢尔·希尔弗斯坦作品集,9787544225168,"艺术天才希尔弗斯坦传世经典，30多种文字流传世界各地，美国本土销量1800万册！一则有关“成熟”与“依赖”的寓言。他富有魅力的作品再次证明了，在艺术上，越简单的东西表达的往往越多，真理往往用简单的话语便能加以表达。 一个圆缺了一角，它一边唱着歌一边寻找。有的一角太大，有的又太小，它飘洋过海，历经风吹雨打，终于找到了与自己最合适的那一角，它们组成完整的圆，但是圆却发现自己再也无法歌唱，所以它轻轻放下已经寻到的一角，又独自上路继续它寻找的征途…… 这是艺术天才希尔弗斯坦的传世经典，是他最脍炙人口的作品之一。它可能是你最快读完的一本书，但恐怕也是得花上一辈子咀嚼的一本书。希尔弗斯坦以最简洁有味的线条和文字，阐释了一则有关“完美” 与""缺憾""的寓言，令人们思索无限。行进中的它，行进中的自己，好不容易追寻到那失落已久的一角，却无法与自己一同前行。该失望？该快乐？该守候？还是该继续前行？",谢尔・希尔弗斯坦 天才谢尔・希尔弗斯坦 诗人、插画家、剧作家、作曲家、乡村歌手。 作为20世纪最伟大的绘本作家之一，他的绘本作品被翻译成30多种语言，全球销量超过1．8亿册。1974年《爱心树》的出版轰动文坛，一举奠定了谢尔在当代美国文学界的地位。在此后几十年，该书畅销不衰，累计销量超过550万。其他脍炙人口的作品还有：《失落的一角》、《失落的一角遇见大圆满》、《阁楼上的光》、《人行道的尽头》、《往上跌了一跤》等。其中《阁楼上的光》更是创记录地连续182周位居《纽约时报》排行榜。 他的绘本作品幽默温馨；简单朴实的插图、浅显的文字、淡淡的人生讽刺与生活哲学，不只吸引儿童，更掳获了大人们的心。 他为电影《明信片的边缘》（Postcards from the edge）所作的歌曲I’m Checking Out获得1991年第63届奥斯卡最佳原创歌曲奖提名；《人行道的尽头》同名唱片还获得1984年格莱美奖。
14,同学少年都不贱,https://book.douban.com/subject/1051163/,7.2,7808, ,张爱玲,天津人民出版社, , ,2004-3-1,205,20.00,平装,张爱玲集,9787201046839,从某种角度来说，可以认为《同学少年都不贱》=《浮花浪蕊》+《相见欢》。 近于《浮花浪蕊》的地方是，叙述主角的声音一直清晰可闻。赵珏的主体意识贯穿始终，一如《浮花浪蕊》里的洛贞，虽然小说是以第三人称来写，但读者却分明感到，这几乎就是第一人称。比较起来，《相见欢》中苑梅的主体意识是在情节进展了一半的时候才慢慢凸显出来的，是一个“慢热”的过程。 近于《相见欢》的地方，首先在情节上，都是两位女性朋友多年后的聚谈。不过，《相见欢》的气氛更疏离、更隐秘，而《同学少年都不贱》则相对热烈、明朗。,张爱玲，现代女作家。笔名梁京。1943～1945年发表了《茉莉香片》等小说，代表作有《传奇》、《流言》等。抗战后，改行编写电影剧本，后居美国。自出道后，盛名至今不减，“张迷”遍布全球。古人云：传奇者，因奇而传。事，无奇不传。 对于传奇，张爱玲有自己的说法：书名则传奇，目的是在传奇里寻找普遍人，在普遍人里寻找传奇。其实，传奇无需寻找，张爱玲其文其事便是了。都市千般繁华下的满目苍凉，温柔富贵中的凄情哀婉，张爱玲的笔宛若金针，貌似漫不经心地描龙绣凤，实际上却将字字句句都刺在了你的心上。
15,书剑恩仇录(上下),https://book.douban.com/subject/1014533/,7.2,13121, ,金庸,生活·读书·新知三联书店, , ,1999-04,687,0,平装,金庸作品集（三联口袋本）,9787108012579,此书是金庸首部长篇武侠小说，又名《书剑江山》，著于1955年，现收录在《金庸作品集》中。小说写清乾隆年间，江南武林帮会红花会为反清复明，与清廷斗智斗勇的故事。也是这本小说把研究乾隆是否汉人一事，推到高峰。,金庸（1924年2月6日—），香港“大紫荆勋贤”。原名查良镛(zhā liáng yōng，英：Louis Cha)，浙江海宁人，当代著名作家、新闻学家、企业家、社会活动家，《香港基本法》主要起草人之一。金庸是新派武侠小说最杰出的代表作家，被普遍誉为武侠小说作家的“泰山北斗”，更有金迷们尊称其为“金大侠”或“查大侠”。 金庸生于1924年，祖籍为安徽省桐城，出生在浙江海宁，查家为当地望族，历史上最鼎盛期为清康熙年间，以查慎行为首叔侄七人同任翰林。现代查氏家族还有两位知名人物，南开大学教授查良铮（穆旦）（四十年代九叶派代表诗人，翻译家），台湾学术界风云人物、司法部长查良钊。出自海宁的著名人物还有王国维和徐志摩。徐志摩是金庸的表兄。金庸祖父查沧珊是“丹阳教案”的当事人。 1937年，金庸考入浙江一流的杭州高中，离开家乡海宁。1939年金庸15岁时曾经和同学一起编写了一本指导学生升初中的参考书《给投考初中者》，畅销内地，这是此类书籍在中国第一次出版，也是金庸出版的第一本书。1941年日军攻到浙江，金庸进入联合高中，那时他17岁，临毕业时因为写讽刺黑板报《阿丽丝漫游记》被开除。另一说是写情书.1944年考入重庆国立政治大学外文系，因对国民党职业学生不满投诉被勒令退学，一度进入中央图书馆工作，后转入苏州东吴大学(今苏州大学)学习国际法。抗战胜利后回杭州进《东南日报》做记者，1948年在数千人参加的考试中脱颖而出，进入《大公报》，做编辑和收听英语国际电讯广播当翻译。不久《大公报》香港版复刊，金庸南下到香港。 1950年，《大公报》所属《新晚报》创刊，金庸调任副刊编辑，主持《下午茶座》栏目，也做翻译、记者工作，与梁羽生（原名陈文统）一个办公桌，写过不少文艺小品和影评（笔名姚馥兰和林欢）。姚馥兰的意思是英文的Your friend.(你的朋友)。1955年开写《书剑恩仇录》，在《大公报》与梁羽生、陈凡（百剑堂主）开设《三剑楼随笔》，成为专栏作家。1957年进入长城电影公司，专职为编剧，写过《绝代佳人》、《兰花花》、《不要离开我》、《三恋》、《小鸽子姑娘》、《午夜琴声》等剧本，合导过《有女怀春》、《王老虎抢亲》（所用笔名为林欢）。 建国不久，金庸为了实现外交家的理想来到北京，但由于种种原因而失望地回到香港，从而开始了武侠小说的创作。 1959年离开长城电影公司，与中学同学沈宝新合资创办《明报》，任主编兼社长历35年，期间又创办《明报月刊》、《明报周刊》、新加坡《新明日报》及马来西亚《新明日报》等。金庸任董事长期间，《明报》成为香港最有影响的报纸之一，有人把它比喻成香港的《泰晤士报》。其对中国时局的预测和分析，是其它报纸不能比拟的。《明报月刊》则是华人世界最文人化的刊物，其对大中华关怀，深受全世界华人好评。 从五十年代末——七十年代初，金庸共写武侠小说15部，1972年宣布封笔，开始修订工作。 1981年后金庸数次回大陆，先后受到邓小平、江泽民等领导人的接见，1985年任香港基本法起草委员会委员，1986年被任命为基本法起草委员会“政治体制”小组港方负责人，1989年辞去基本法委员职务，卸任《明报》社长职务，1992年到英国牛津大学当访问学者，1994年辞去《明报》企业董事局主席职务。1999~2005年任浙江大学人文学院院长。 金庸博学多才。就武侠小说方面，金庸阅历丰富，知识渊博，文思敏捷，眼光独到。他继承古典武侠小说之精华，开创了形式独特、情节曲折、描写细腻且深具人性和豪情侠义的新派武侠小说先河。举凡历史、政治、古代哲学、宗教、文学、艺术、电影等都有研究，作品中琴棋书画、诗词典章、天文历算、阴阳五行、奇门遁甲、儒道佛学均有涉猎，金庸还是香港著名的政论家、企业家、报人，曾获法国总统“荣誉军团骑士”勋章，英国牛津大学董事会成员及两所学院荣誉院士，多家大学名誉博士。 金庸一支笔写武侠，一支笔纵论时局，享誉香江；少年游侠，中年游艺，老年游仙；为文可以风行一世，为商可以富比陶朱，为政可以参国论要：金庸一生的传奇，可谓多姿多彩之至。佛学对金庸的影响很大。在他的文学作品中处处可见金庸中庸平和的风格。
16,源氏物语,https://book.douban.com/subject/1006113/,7.8,16278,日,紫式部,人民文学出版社, ,丰子恺,1999-07,870,55.00,平装, ,9787020026760,《源氏物语》成书于公元1001-1008年之间，是世界上最早的长篇写实小说，为三千万日本家庭不朽的国民文学，是世界上公认的亚洲文学十大理想藏书，亦是世界文学宝库中不可或缺的一件珍品。 本书以日本平安王朝全盛时期为背景，通过主人公源氏的生活经历和爱情故事，描写了当时社会的腐政治和淫乱生活上层贵族之间的互相倾轧和权力斗争是贯穿全书的一条主线，而源氏的爱情婚姻，则揭示了一夫多妻制下妇女的悲惨命运。在贵族社会里，男婚女嫁往往是同政治斗争的手段，妇女成了政治交易的工具和贵族男人手中的玩物。,
17,三个A Cup的女人,https://book.douban.com/subject/1028780/,7.6,12093, ,张小娴,南海出版公司, , ,2001-1,231,16.00,平装,张小娴作品集,9787544217637,一个男人对女人最大的歉疚，也许是不能给她名分，所以他用许多的爱来赎罪。没有人会完全了解爱情，每个人都在追求，书里讲述一些作者追求过程的经验及体会。或许站在一个旁观者的角度能看得清楚点，或许在古老的爱情面前，没有人敢自称专家。,张小娴：香港女作家。1995年推出第一部长篇小说《面包树上的女人》而走红文坛，继亦舒之后，成为香港最受欢迎的言情小说家。她的作品善于描写都市的男欢女爱，深受年轻读者的欢迎，往往新作一出版就会登上畅销榜。
18,红鞋,https://book.douban.com/subject/1080812/,7.1,9466, ,张悦然,上海译文出版社, , ,2004-07,125,18.00,平装, ,9787532734948,《红鞋》是一部精致的图文长篇小说，讲述的是一个杀手和一个女孩的故事，其中红鞋作为一个意象和依托贯穿全文始终，而且还有作者亲自设计的以红鞋为主题的诸多美妙妩媚的图片，与文字水乳般交融得恰倒好处。看似背离了自己一贯观照的青少年成长主题，但实际在惊悚的故事背后，张悦然依然在为这样一个群体写作，依然流泻着一种执着的关怀，关乎成长的幸福与残酷，关乎情感的挣扎和抉择，关乎人性的善良与卑劣，关乎灵魂的堕落与救赎，由华美的简短句式编织的故事给人心灵无比的震撼。,张悦然，青春玉女作家，“新概念作家”中最杰出的代表人物之一。1982年出生于山东济南，2001年毕业于山东省实验中学，后考入山东大学英语、法律双学位班，现在新加坡国立大学攻读理科。2002年被《萌芽》网站评为“最富才情的女作家”、“最受欢迎的女作家”，2003年八月获得第五届“新加坡最高文学奖”第二名。2003年10月获得《上海文学》“文学新人大大奖赛”二等奖。
19,银河系漫游指南,https://book.douban.com/subject/1394364/,8.8,21967,英,道格拉斯·亚当斯,四川科学技术出版社,The Hitchhiker's Guide to the Galaxy,徐百柯,2005-6,191,16.00,平装,世界科幻大师丛书,9787536457577,地球被毁灭了，因为要在它所在的地方修建一条超空间快速通道。主人公阿瑟·邓特活下来了，因为他有一位名叫福特·长官的朋友。这位朋友表面上是个找不着工作的演员，其实是个外星人，是名著《银河系漫游指南》派赴地球的研究员。两人开始了一场穿越银河的冒险，能够帮助他们的只有《银河系漫游指南》一书中所包括的无限智慧。 旅途中，他们遇上了一批非常有趣的同伴： 赞福德·毕博布鲁克斯：长着两个头、三条胳膊的银河大盗，他的另一个身份是银河帝国总统。 崔莉恩：赞福德的同伙，除阿瑟·邓特之外惟一一个幸存下来的地球人。事实上，阿瑟从前认识崔莉恩，而且曾经试图勾搭人家，可惜没有成功。 马文：天才机器人，疑心病极其重，极其沮丧，极其唠叨。 这些人物结成一个小团队，他们将揭开一个骇人听闻的大秘密……,道格拉斯·亚当斯（1952—2001），英国作家，毕业于剑桥大学。主要作品就是银河系漫游五部曲。包括《银河系漫游指南》、《宇宙尽头餐馆》、《生命、宇宙及一切》、《再见，谢谢鱼》和《基本无害》。这个系列被西方科幻读者奉为“科幻圣经”之一。由于银河系漫游系列小说的突出成就，国际小行星管理委员会甚至还将一颗小行星命名为阿瑟·邓特——该系列的主人公。 2001年，亚当斯因心脏病猝发离世——此前正在与好莱坞制片商合作，共同将《银河系漫游指南》搬上银幕。2005年4月29日，由迪斯尼公司拍摄的《银河系漫游指南》正式公映。首映周便获得二千一百七十多万美元，成为当周北美票房冠军。
20,博尔赫斯小说集,https://book.douban.com/subject/1440972/,9.2,9628,阿根廷,豪·路·博尔赫斯,浙江文艺出版社, ,王永年 / 陈泉,2005-12,373,26.00,平装,巨擘书库,9787533922313,收录小说五十九篇，分别见诸博尔赫斯的六个小说集，即《恶棍列传》（1935）、《虚构集》（1944）、《阿莱夫》（1949）、《布罗迪报告》（1970）、《沙之书》（1970）和《莎士比亚的记忆》（1983）。选取标准主要是考虑读者通常的阅读口味，即选取可读性强的篇目。《莎士比亚的记忆》四篇由陈泉译出，其余各篇王永年译。,豪尔赫·路易斯·博尔赫斯（1899-1986），阿根廷诗人、小说家，生于布宜诺斯艾利斯市。第一次世界大战期问，先后在英国的剑桥、瑞士的日内瓦受教育，大战结束后，在欧洲各国游历，并在西班牙居住了一个时期。1920年起开始写诗，与当时欧洲的先锋派文学发生了共鸣。1921年回到布宜诺斯艾利斯，在该市的几个公共图书馆任职，同时从事写作、讲学、编辑期刊等活动。1923年出版第一本诗集《布宜诺斯艾利斯的热情》，接着又出版了两本诗集：《面前的月亮》（1925）和《圣马丁的手册》（ig29）。其后转向短篇小说创作，第一本短篇小说集《世界性的丑事》在1935年出版。1941年出版的短篇小说集《交叉小径的花园》，使他不仅在阿根廷和拉丁美洲，而且在西方获得了声誉。1944年，这本短篇集又与另一本短篇集《手工艺品》合并出版，书名《小说》，成为他的主要作品之一。其后，又连续发表了三个短篇小说集：《阿莱夫》（1949），《死亡与罗盘》（1951），《勃罗迪的报告》（1970）。此外，他还写有大量的散文、小品文和文学评论。
