,书名,豆瓣链接,评分,评分人数,作者国籍,作者,出版社,原作名,译者,出版日期,页数,价格,装帧,丛书,ISBN,内容简介,作者简介
10,貧窮貴公子,https://book.douban.com/subject/1921479/,8.2,6870,日,森永あい / 森永爱,东立出版社,山田太郎ものがたり, ,2001, , , , ,9787204075386,有一位两年前只留下一句「我出去一下」就失踪的父亲；一位无论把钱藏在哪都一定会被找出来而且会被花在最无用的地方的母亲；再加上六位在上小学的弟妹…… 身为名门「一宫高校」的特优生兼校园偶像的山田太郎，住在外观像仓库的房子过着一个月伙食费三万日币的日子。然而！如此贫困的生活却依然难以磨灭他那天生高贵的气质，并因此引发了一连串的故事……,森永爱（????-04-28-），日本漫画家。大学时代开始创作《灌篮高手》的同人志。1993年在增刊《COMIC_DX》上发表《第十一年的女神》，出道后发表的作品中，以1996年开始在月刊《ASUKA》上连载的《贫穷贵公子》最为有名。作品选择了少女漫画中罕见的“贫穷”为主题无论故事情节还是绘画都极尽夸张搞笑之能事，同时人物又不失美形，受到读者的热烈欢迎。《贫穷贵公子》完结后，于2001年在《ASUKA》3月号上连载的《丑小鸭王子》，同样是一部夸张暴笑的作品。目前正在《动漫前线》上连载的《闪亮亮之星》同意是一部夸张有趣的作品。
11,盗墓笔记3,https://book.douban.com/subject/2298149/,8.4,39725, ,南派三叔,中国友谊出版公司, , ,2007-11,274,26.80,平装,盗墓笔记,9787505723856,十年前，顺子的父亲带领一批神秘人进入茫茫的大雪山，闯入凶险莫名的地宫墓室，发现了数不胜数的金银财宝，但他们非但不能带着这些财宝离开，反而被困此地，几乎全部死于非命。 十年后，“我们”和顺了一行人再次踏足云顶天宫，这更是一次直逼死亡的惊险大穿越：昆仑胎、墙串子、百足神龙等前所未见的怪异事物接替出现，藏尸阁、排道、火山口、门殿、殉葬渠等诡异恐怖之所带来超强的感官刺激…… 云顶天宫是一代奇人汪藏海为万奴王修建的陵墓吗？上次出现在海底墓穴中的土夫子几乎齐聚云顶天宫，两地之间究竟有什么奇怪的联系？ 三叔总是在最令人感到意外的时机出现。三叔的出现就意味着谜团的最后答案，但这些谜团意然又要追溯到五十年前，而真相远远不止这些。一切的现象表明，更加恐怖、惊悚的场景已经到来……,南派三叔（1982年2月20日— ），本名徐磊，男，浙江人，现居杭州。超级畅销书作家。他的《盗墓笔记》系列与另一位作家的《鬼吹灯》系列共同开启了中国小说界的“盗墓时代”。
12,不去会死！,https://book.douban.com/subject/4618225/,8.2,22573,日本,石田裕辅,上海译文出版社,行かずに死ねるか! 世界9万5000km自転車ひとり旅,刘惠卿,2010-4,318,28.00,精装,石田裕辅系列,9787532750160,石田裕辅原是普通上班族，小学时在路边看到一位青年骑着载满行囊的自行车飞驰而过，那身影成为他潜意识里追逐的形象。于是，长大后发下“不去会死”的豪语，辞掉人人称羨的大企业工作，踏上世界之旅。 但石田在第一站阿拉斯加就被黑人女生勒索一美元，吓得躲在青年旅馆不敢出门；在秘鲁沙漠被持枪强盗抢个精光，还得横渡暴风地狱巴塔哥尼亚；在北极圈为了省钱洗露天冰河澡……就这样几度软弱，几度山穷水尽，几度想放弃，最后终于完成壮阔的五大洲完骑世界纪录。 “我看到恒河的纯白日出、萨宾娜天真无邪的笑脸、土耳其那尔汀美丽的笑容；满月下的金字塔、在草原上奔跑的长颈鹿、骑着破烂脚踏车追赶我的保保。泰西亚有点恼怒地笑着，流下稚气未脱的泪水。大海般的丛林中浮现蒂卡尔神殿，以及纪念碑谷神圣的风光。雄壮的育空河流淌而过，有鲑鱼跳跃着；在夜空中摇曳的极光……”经历过许多生死绝境、哀痛的别离、幸福的瞬间后，“活着真好”的体悟，是梦想带给石田最珍贵的礼物。,石田裕辅（Yusuke Ishida），1969年出生。高中一年级骑自行车环游和歌山县一周后，开始憧憬旅行。高中二年级达成“环游近畿一周”；大学时休学一年，完成“环游日本一周”。1995年辞去食品制造企业的工作，踏上环遊世界之旅。在旅途各地写下老套的歌词，画了风景和人物的素描，并且自我陶醉着。 石田裕辅创下的纪录： 1、日本自转车探险协会（JACC）的自行车环游世界纪录保持者（亚军）。 2、5300美金环游世界7年半（期间被强盗抢劫2900美金，旅途中打工收入不明）。 3、在秘鲁被强盗持枪洗劫一空，双手被缚，光着屁股倒在沙漠中，贞操险些失守。这一幕在自行车骑士间广为流传，之后还登上了日本电视节目。 p.s. 石田擅长钓鳟鱼、自制鳕鱼干，并在极圈附近为了省钱用河水洗澡（这就是用5300美金撑过7年半的秘密？）
13,亦恕与珂雪,https://book.douban.com/subject/1012747/,7.2,8937, ,蔡智恒,新世界出版社, , ,2004-05,285,20.00,平装, ,9787801871671,一位学画的女孩“珂雪”与一位学理工的男孩“亦恕”，当艺术与科学相遇，不同的理念背景，对于爱情的期待与表现截然不同，就因为不同，所以他们的爱情可以非常丰富。亦恕，一个学科学的理工男，聪明、独特的幽默能力，凡事有原则，思考喜欢讲逻辑，就连爱情也是。 在工作的同时也尝试写作。他，很像蔡智恒。珂雪，一个学艺术的美丽女孩，聪颖、感觉细腻，当面对无法解释的事情，她会画给你看，自然散发的柔柔情愫。她，就像你我都认识一位邻家女孩。亦恕在思考小说创作的同时，用原子笔随手画出的一幅图画，“一个箭靶与一支正射出的一只箭，再加上几条虚线”，而珂雪竟可以听到他想要表达的，“嘘嘘”箭的声音，他们认识了。哈，痞式幽默。透过创作他们了解对方的故事，走进彼此的世界，也在对方的创作中，扮演了一个重要的角色。 从相互的创作，看见对方的生活，也看见对方在心中的地位，而彼此故事的结局也会相同吗？等你来找到答案。两个爱情故事，一个看在你的眼里，一个发生亦恕与珂雪的笔中，有生活、有爱情、有友情，更贴近蔡智恒的真故事。让蔡智恒带着你，将小说迈入更宽广的领域。 一个学艺术的女孩与一个学科学的男孩，用一只画笔，顺着你的心画下爱情的符号，让你我可以走出绚丽的爱情迷宫。,蔡智恒，全球华文地区E世代天王级作家，昵称痞子蔡，JHT。 1969年生，台湾成功大学水利工程博士。1998年于BBS发表第一部小说《第一次的亲密接触》，造成全球华文地区的痞子蔡热潮。自此以后，左脑创作小说，右脑书写学术论文，独树一帜。 写作对他来说，是一种想说话的欲望。为了这种欲望。会在脑海中追逐文字，在计算机前自言自语。现于成大担任博士后研究员，兼任助理教授之职。 个人网站：http://www.jht.idv.tw，电子信箱：jht@gigigaga.com.
14,消失的密室,https://book.douban.com/subject/1419882/,8.9,6063,英,J·K·罗琳,皇冠文化出版公司, ,彭倩文,2001-1,396,新台币280,平装,哈利波特,9789573317586,『密室已經打開了。傳人的仇敵們，當心了……』 這到底是什麼樣的預警？密室又究竟在哪裡？ 才一開學，魔法學校裡卻怪事連連：先是管理員飛七的貓，不知道為什麼竟然被『石化』！然後學校裡的學生，也一個接一個慘遭毒手……難道這些慘劇都和密室的預警有關？而傳言中『毀滅麻種』的恐怖事件，是否正在祕密進行？為了解開這一連串駭人聽聞的謎團，哈利波特勢必得找到密室，但他也正一步步接近致命的危機……,J.K.羅琳：全世界最會說故事的魔法媽媽。一九九〇年，二十四歲的羅琳，坐在前往倫敦的誤點火車上，『哈利波特』咻地闖進了她的生命。透過車窗，彷彿看見了一個黑髮瘦弱、戴著眼鏡的小巫師在對她微笑。十年後，『哈利波特』成了風靡全球的童話人物。從小就喜歡寫作的羅琳，是個單親媽媽，因為找不到工作，只能靠著微薄的失業救濟金養活自已和女兒。為了逃離又小又冷的房間，她總是窩在住家附近的尼可森咖啡館裡寫作；因為沒錢點餐，所以每次只點上一杯卡布奇諾，一字一字的寫下『哈利波特』的故事。結果，《哈利波特》才一出版，便以驚人的魔力風靡全球，羅琳在一夕之間，就從不為人知的貧單親媽媽，一躍成為蜚聲國際的暢銷作家。《哈利波特》在全世界所折起閱讀風潮，更被譽為『文學界的披頭四狂熱』。羅琳說，《哈利波特》是一本會帶給她快樂的書，顯然毫無疑問的，對讀者來說也是一樣的！
15,布瓜的世界,https://book.douban.com/subject/1048537/,8.3,5740, ,幾米,辽宁教育出版社, , ,2002-11,128,25.00,平装,幾米作品精选集,9787538264616,《布瓜的世界》沿袭了幾米一贯的浪漫主义风格，借由儿童天真的视角展现都市生活的绚丽多情。“布瓜”是译文“为什么”的音译，而这本书的源起也是因幾米的小女儿成天询问“为什么”，幾米因此效仿提出了一串串的“为什么”，将浪漫的想象与现实生活融为一体，使作品中充满了诗意与睿智的灵魂。 相比以前，《布瓜的世界》采用了“多格”的形式，最多的一页画了70个小格子，70条小鱼儿在其中自由游弋，而文字方面也凸显了一点点锋芒，使人沉浸在幾米温柔书香的同时，又多了一点点个性的体味。,畿米，台湾绘本作家。台湾中国文化大学美术系设计组毕业，曾在广告公司担任美术指导12年。 畿米住在台北，在家工作，为报纸、杂志、各种出版品提供图画，他喜爱现在的绘本创作事业。1998年开始创作，1999年以《向左走·向右走》一举成名，掀起港台绘本热潮。目前有多本广受欢迎的作品，卖出美、德、法、希腊、日、韩等多种版本。 作品：1998年《森林里的秘密》、《微笑的鱼》；1999年《向左走·向右走》、《月亮忘记了》、《听畿米唱歌》；2000年《黑白异境》、《森林唱游》、《我的心中每天开一朵花》；2001年《地下铁》、《照相本子》。
16,中国少年儿童百科全书,https://book.douban.com/subject/1000534/,9.3,4991, ,王德胜,浙江教育出版社, , ,1994,619,37.50,精装,中国少年儿童百科全书,9787533819460,自然，环境是哺育人类的摇篮，从远古到今天，它不断为人类提供生存和发展的条件，人类应当热爱自然，保护环境。《自然 环境》卷包括宇宙的演化，大地的变迁，生物的进化，动植物形态，人体构造等广泛领域，把大自然的一切，大到宇宙洪荒，小到微生物界，这些千变万化的奥妙和秘密，现象和本质，规律和变异，现在和将来，形象地展现在小读者面前，让他们从小领略大自然丰富多彩的风貌，无穷复杂的变化；了解人类征服自然、改造环境的巨大进展，汲取有益的营养。,
17,非常罪，非常美,https://book.douban.com/subject/1035146/,7.7,3803, ,毛尖,广西师范大学出版社, , ,2003-01,234,39.80,铜版纸彩印平装, ,9787563337330,《非常罪 非常美》以优美的电影语言和凝练的文笔，重现了20世纪电影的画面之美，构筑了一部发狂电影浪漫史。书中的文章像一部纸上进行的电影，细腻地展现了异域的风情万种。毛尖让自己内心和演员、导演的内心交叉重叠，叙述着电影世界带罪的美，在毛尖的笔下，那个时代和爱情付出的沉重代价，都化作了无声的泪痕。,毛尖，浙江宁波人。上海华东师范大学外语系学士、中文系硕士，香港科技大学人文学部博士。现任教于华东师范大学。译有《上海摩登》（李欧梵著，香港牛津大学出版社，北京大学出版社）等。著译包括西方文学、电影评论、专栏随笔等，刊于《万象》，《信报》，《亚洲周刊》等。
18,一座城池,https://book.douban.com/subject/1871471/,7.8,12164, ,韩寒,馥林文化, , ,2006, ,新台币260, , ,9789866996009,《一座城池》為年輕不羈歲月的回顧，書名「一座城池」可視為主角們的烏托邦，在那座城裡，年輕就能瘋狂、目中無人、隨意撒謊、背叛與被背叛，都只是為了要活得更自由。 書中的敘述者「我」及好友「健叔」都像《麥田捕手》裡的荷頓，無法好好的完成學業，被學校放逐後的成長、蛻變就是本書的主要內容。 因為一場烏龍的意外殺人事件，敘述者「我」及其好友健叔展開了莫名其妙的逃亡生活。逃亡生活，總是缺錢又常常想很多非逃亡時不會想的事情。所以當讀者讀到離奇的經歷、怪誕的找錢方式和無厘頭的人生體認時，毋需驚訝。 書中對話多，隨處可見韓寒獨特的幽默與人生觀。《一座城池》是韓寒自認迄今最滿意的作品，以尖銳幽默調侃了大學生活的虛無與熱血。,韓寒，1982年9月23日生。是新銳作家也是賽車手。 1999年在首屆「新概念作文大賽」中，以《杯中窺人》獲一等獎。同年以言語犀利幽默、批判教育制度的小說《三重門》創下190 萬冊高銷售量。 後來以「挑戰現代教育制度」之姿輟學，個性和文字都帶有狂傲之氣。個人魅力十足，外型俊俏，文字作品中有獨特個人幽默口吻。 已出版著作：《三重門》、《零下一度》、《像少年啦飛馳》、《通稿2003》、《毒》、《韓寒五年文集》、《長安亂》、《就這麼漂來漂去》、《一座城池》。
19,寻找无双·东宫西宫,https://book.douban.com/subject/1777932/,8.7,7647, ,王小波,北方文艺出版社, , ,2006-4,201,18.80,平装,王小波作品选集,9787531719205,这本书是一本关于智慧——更确切地说，关于智慧的遭遇的书。为王小波的第一部长篇小说。,王小波，1993年，四十一岁。写作完成并曾计划将《红拂夜奔》、《寻找无双》和《革命时期的爱情》，合编成《怀疑三部曲》。1997年，四十五岁。4月11日，因心脏病突发辞世。4月，电影剧本《东宫西宫》在阿根廷国际电影节上获得最佳编剧奖。同年，电影《东宫西宫》入围戛纳电影节。
20,多情剑客无情剑,https://book.douban.com/subject/1422833/,8.7,23147, ,古龙,海天出版社, , ,1991-12-01,991,49.8,平装, ,9787806152614,《小李飞刀:多情剑客无情剑》一直被公认为古龙武侠作品的巅峰之作和最高成就。它不仅是一部阐明武学真谛的作品，还是一部写尽人间世态炎凉的人情历史画，更是一部触动社会现实，探索人生哲理的警世名著。 本书问世至今，小李飞刀李寻欢作为华语世界最最著名的文学形象，感动着一代又一代的读者，被一遍又一遍翻拍成影视剧，总霸占收视率榜首。全书情节环环相扣，人物栩栩如生，读者虽然时刻处在刀光剑影之中，眼睛却始终被人性中最真挚的爱情、友情感动的热泪长流。 翻开本书，走进大师古龙精彩纷呈的文学世界，收获人生中永不可丢失的勇气、侠义、爱与宽容。,古龙，（1938-1985），原名熊耀华，出生于香港，幼时暂居汉口，后经香港赴台。 古龙的小说创造性地将戏剧、推理、诗歌等元素带入传统武侠，又将自己独特的人生哲学融入其中，阐述其对中国社会的独特洞见，将武侠小说引入了经典文学的殿堂； 作为当代华语文坛罕有的大师，古龙的作品是真正深入街头巷尾的文学经典，小李飞刀、陆小凤、楚留香等众多形象，早已成为当代中国人精神生活的重要角色； 一句“人在江湖，身不由己”，流传之广，几乎成为中国人最常见的口头禅，对当代中国人的价值观产生了深远的影响； 古龙一生，人如其文，像他笔下的众多主人公一样，放浪形骸，挥金如土，嗜酒如命，风流倜傥；在其充满灿烂传奇的一生的尽头，在医生下达严禁饮酒的告诫之后，豪饮三天三夜，大醉归西。 一代大侠，江湖文豪，古龙的作品和人生，都在演绎他永恒的主题：勇气、侠义、爱与宽容。
21,傅雷家书,https://book.douban.com/subject/1047719/,8.5,10683, ,傅雷,生活·读书·新知三联书店, , ,1990-12-3,458,18.80,平装, ,9787108001252,辑印在这本集子里的，不是普通的家书。傅雷在给傅聪的信里这样说：“长篇累牍的给你写信，不是空唠叨，不是莫名其妙的gossip，而是有好几种的作用的。第一，我的确把你当作一个讨论艺术，讨论音乐的对手；第二，极想激出你一些青年人的感想，让我做父亲的得些新鲜养料，同时也可以间接传布给别的青年；第三，借通信训练你的——不但是文笔，而尤其是你的思想；第四，我想时时刻刻，随处给你做个警钟，做面‘忠实的镜子’，不论在做人方面，在生活细节方面，在艺术修养方面，在演奏姿态方面。”贯穿全部家书的情意，是要儿子知道国家的荣辱，艺术的尊严，能够用严态对待一切，做一个“德艺俱备、人格卓越的艺术家”。,傅雷（1908-1966），我国著名文学艺术翻译家，从三是年代起，即致力于法国文学的翻译介绍工作，毕生翻译作品三十余部，主要有罗曼·罗兰长篇巨著《约翰·克里斯朵夫》、传记《贝多芬传》、《托尔斯泰传》、《弥盖朗琪罗传》，巴尔扎克名著《高老头》、《欧也妮·葛朗台》、《贝姨》、《邦斯舅舅》、《亚尔培·萨伐龙》、《夏倍上校》、《搅水女人》、《都尔的本堂神甫》、《幻灭》、《赛查·皮罗多盛衰记》、《于恕尔·弥罗埃》，伏尔泰的《老实人》、《天真汉》、《查第格》，梅里美的《嘉尔曼》、《高龙巴》，丹纳名著《艺术哲学》等。写有《世界美术名作二十讲》专著，以及《贝多芬的作品及其精神》等论文。
22,万水千山走遍,https://book.douban.com/subject/1036490/,8.9,45236, ,三毛,哈尔滨出版社, , ,2003-08,215,13.80,平装,三毛全集（华文天下2003版）,9787806399057,大地啊，我来到你岸上时原是一个陌生人，住在你房子里时原是一个旅客，而今我离开你的门时却是一个朋友了。 当飞机降落在墨西哥首都的机场时，我的体力已经透支得几乎无法举步。长长的旅程，别人睡觉，我一直在看书。眼看全机的人都慢慢地走了，还让自己绑在安全带上。窗外的机场灯光通明，是夜间了。,三毛：台湾著名作家，1943年3月26日出生于重庆，浙江省定海县人。本名为陈惠平，1946年改名陈平，笔名“三毛”。1964年进入文化大学哲学系，肄业后曾留学欧洲，婚后定居西属撒哈拉沙漠加那利岛并以当地的生活为背景，写出一连串情感真挚的作品。1981年回到台湾，曾在文化大学任教，1984年辞去教职，专职从事写作和演讲。1991年1月4日去世，享年48岁。
