,书名,豆瓣链接,评分,评分人数,作者国籍,作者,出版社,原作名,译者,出版日期,页数,价格,装帧,丛书,ISBN,内容简介,作者简介
10,河童杂记本,https://book.douban.com/subject/1937939/,8.3,3702,日,妹尾河童,生活·读书·新知三联书店, ,陶振孝,2006-12,239,17.00,平装,妹尾河童作品系列,9787108025753,《河单杂记本》记录了作者旅行的切身感受，又有个人生活中的轶闻趣事，还有河童长时间积累的杂学笔记，是一本杂文集。文笔风趣幽默，同时每篇文章中配有多幅照片及素描笔记。,妹尾河童，日本当代具代表性的舞台设计家，1930年生于神户，1954年因舞台设计而崭露头角，此后活跃于戏剧、歌剧、芭蕾舞、音乐剧、电视等表演艺术领域，曾获“纪伊国屋演剧”、“山多利音乐”、“艺术祭优秀”、“兵库县文化”等众多奖项。
11,特别的猫,https://book.douban.com/subject/2996596/,8.4,6301,英,多丽丝·莱辛,浙江文艺出版社,Particularly Cats,彭倩文,2008-3,297,28.00,平装, ,9787533925888,故事从莱辛在非洲的童年开始。爱猫成痴的文学大师用优雅的笔调讲述了人与猫之间的动人故事。 猫的世界精彩纷呈。娇美的公主灰咪咪和内省的黑猫咪因为争宠上演了一出出情景剧；同为母亲，育儿之道却大相径庭，令观者莞尔；流浪猫鲁夫斯九死一生、大帅猫巴奇奇不幸致残……莱辛的情感体验因丰腴而灿烂。,多丽丝·莱辛，2007年诺贝尔文学奖获得者，当代英国最重要的作家之一，被誉为继伍尔芙之后最伟大的女性作家。莱辛1919年10月22日出生在伊朗，父母都是英国人。在非洲度过了童年和青少年时代。1949年，第二次婚姻失败后，她回到英国定居，并于同年出版了处女作《野草在歌唱》，描写了种族歧视在非洲给白人和黑人带来的悲剧。在创作了大量小说以外，莱辛还著有诗歌、散文、剧本等。主要作品包括《金色笔记》、《野草在歌唱》等。
12,圣诞忆旧集,https://book.douban.com/subject/3326892/,8.6,12168,美,杜鲁门·卡坡蒂,译林出版社,A Christmas Memory,潘帕,2009-1,251,24.50,精装, ,9787544707527,《圣诞忆旧集》是美国作家卡坡蒂回忆童年往事的短篇故事集，作为当代文学经典被收入《现代文库》丛书，是多年来人们在节日互赠的礼物，曾被拍成电视剧，两度获得艾美奖。 自幼父母离异的卡坡蒂被寄养在阿拉巴马乡间亲戚家中，单纯善良的老处女苏柯小姐的陪伴与呵护使一个本可能苦情的童年变成他一生中最快乐的时光。 时间过去，当年的乡下小男孩已是纽约名流圈里的优游客，豪掷一场黑白舞会被称为世纪派对。高处不胜寒，眼前光华流转，他却一次次回溯童年，成名以后的三十年里断续写下的三个短篇仿佛一气呵成，字句平朴，乡愁绵延，在不经意的细节处催人泪下。 亲情和友善是世间最明媚的色彩，无论背景多么灰暗，大萧条年代，寄人篱下的孤童，寂寞老妇，也可以相互涂抹出足以温暖一生的记忆。,"杜鲁门·卡坡蒂（Truman Capote, 1924-1984），20世纪中叶美国最富传奇色彩的天才作家，在文坛和名流圈中都曾辉映一时，著有短篇小说集、长篇小说和剧本若干。少时习作以短篇小说起步，两度获欧·亨利奖。1966以长篇纪实小说《冷血》蜚声世界。《圣诞忆旧集》是其短篇小说代表作。"
13,蒼の封印 1,https://book.douban.com/subject/1947471/,8.1,6595, ,篠原千絵,小学館, , ,1992-4-24,192,JPY 398,新書判,蒼の封印,9784091343215,"蒼子（そうこ）は高校１年生。転校初日から気分が優れない蒼子だが、美しい彼女は学校 の不良のボス・香椎（かしい）に目をつけられる。保健室で香椎に襲われた蒼子は気を失 ってしまうのだが、気がつくと香椎の姿は見えず、彼の服だけが残されていた。翌日、心 配しつつ学校に来た蒼子は、香椎が見知らぬ男に替わっていることに気づく。だが、クラ スメートはいつもと変わらぬ様子。怖くなる蒼子に、姿の変わった香椎が近づく。彼の本 当の名は彬（あきら）。「西家」の“白虎""なのだという。彼は、鬼門復活を目指す「東 家」の“蒼龍""を倒すために生まれたと告白する。自分がその蒼龍という人喰い鬼だと言われた蒼子だが…!?",篠原千絵 Chie Shinohara しのはら ちえ 生 日：2月15日 出 生 地：神奈川县 血 型：O型 星 座：水瓶座 兴 趣：开车兜风、打高尔夫球 出道作品：《红色传说》（刊登于1981年《皇冠》冬季号） 获奖经历：作品《魔影紫光》获第32回小学馆漫画大赏。 作品《天是红河岸》获第46回小学馆漫画大赏。 作品： 海の闇、月の影 闇のパープルアイ 逃亡急行 海に堕ちるツバメ 水に棲む花 訪問者は真夜中に 天は赤い河のほとり 蒼の封印 陵子の心霊事件
14,武林外史（上下）,https://book.douban.com/subject/1089515/,7.9,9995, ,古龙,珠海出版社, , ,2005-08,1141,46.0,平装,古龙作品集,9787806070574,《武林外史》作于1965年，原名《风雪会中州》，是古龙中期转型作品，从中可看到古龙对武侠不断求新探索，其中不少人物是古龙后来作品的原型。 全书围绕一段武林恩怨展开，主角是四个性格各异的少年——沈浪、朱七七、王怜花、熊猫儿，更有许多江湖奇人异士，纠缠其中，场景跨越中原、太行、大漠、楼兰、可称宏图巨著，情节跌宕。,古龙，本名熊耀华，原籍江西。古龙毕业于台湾淡江大学外文系，是台湾著名新派武侠小说作家。他从1960年创作《苍穹神剑》始，一生共写了近70部武侠小说，影响巨大。其代表作有《风云第一刀》、《绝代双骄》、《楚留香传奇》系列、《陆小凤传奇》、《七种武器》系列、《白玉老虎》、《流星·蝴蝶·剑》等。
15,失恋排行榜,https://book.douban.com/subject/1433659/,7.8,3512,英,尼克·霍恩比,国际文化出版公司,High Fidelity,卢慈颖,2009-6,292,22.00,平装, ,9787801734396,一本即将步入中年的男子的爱情告白书，一个撞毁沉埋于深海之中的情爱黑匣子，一部男人完成从幼稚到成熟的蜕变历程的心智写真。 在北伦敦的一条小巷里，36岁的洛·弗莱明拥有一家小小的二手唱片行。在三年同居之后，他的女友萝拉弃他而去，搬离他塞满唱片、录音带、CD收藏的家。洛开始依照年代排序，列出他自己有生以来最伤心难过的被甩者“失恋排行榜”，在慧黠而充满反讽的自我嘲谑当中，如同以一张张唱片专辑名称、歌名和曲目排列顺序撰写生命传记一样，洛的生命就在其中流动……,"尼克·霍恩比（Nick Hornby, 1957-），很小的时候就想成为写字的人，但从没料想到自己会成为一个畅销作家。霍恩比完成学业后留校教授英文，同时为报章媒体自由撰稿。纯属偶然，记录下他同时爱上足球和女人的自传体小说Fever Pitch在被多家出版社婉拒出版后，却一鸣惊人地登上1992年度英国图书畅销榜。此后尼克·霍恩比的每部小说几乎都在畅销榜和专家书评两方面双获丰收，其中就包括他最受欢迎的作品《失恋排行榜》、《非常男孩》，以及戏谑另一位英伦才子作家阿兰·德波顿的名作《拥抱逝水年华》的小说《如何是好》。他的作品大多都被气势磅礴成电影，但公认评价最好的还是小说本身。2005年的新作Along Way Down I出版，即登上英语文学各大排行榜前十名。"
16,洛丽塔,https://book.douban.com/subject/1075492/,8.0,5161,美国,弗拉基米尔·纳博科夫,译林出版社, ,于晓丹,2000-3,326,18.80,精装,译林世界文学名著·现当代系列,9787806570210,一位对初恋情人恋恋不舍的知识分子，成年后依旧钟情于年幼的少女，视她们为纯洁的小仙女。他在认识了十二岁的少女洛丽塔之后为之倾倒，不惜取得洛丽塔继父的身份以和她共处。在这貌似具有浓郁不道德扭转氛围的情节背后，隐藏的却是主人公一颗善良的心。最终，他为这段情背上了凶手的之名。,"纳博科夫.V.（1899～1977）俄裔美国作家。出生于圣彼得堡一个贵族家庭，1919年随父亲离开俄国，途经土耳其流亡西欧。在大学攻读过俄罗斯语言文学和法国文学并获得学位，1922年毕业后在柏林当过家庭教师、网球教练和电影配角演员，后从事俄语文学创作。1922～1937年间他一直居住在柏林，1937年去了巴黎，1940年纳粹德国入侵法国前移居美国，并于1945年加入美国国籍。由于他的家庭是个亲英派，纳博科夫从六岁起就能说一口流利的英语，而且从1939年开始就改用英语写作。从1940年开始，纳博科夫曾先后在美国的斯坦福大学、康奈尔大学、哈佛大学等讲授俄罗斯和欧洲文学以及文学创作。他业余爱好收集蝴蝶等鳞翅目昆虫，还曾担任过哈佛大学比较动物博物馆研究员，并发表过数篇学术论文。1959年他辞去了大学教职，移居瑞士直至1977年去世。   纳博科夫学识渊博，才华横溢，一生的创作极其丰富多样，包括了诗歌、剧作、小说、传记、翻译、象棋与昆虫学方面的论文等大量作品，但他主要是以小说闻名于世，如《洛丽塔》、《普宁》、《微暗的火》、《阿达》、《透明物体》等都是脍炙人口的名篇。纳博科夫前后期的创作在基本主题和结构手段上的连续性是很突出的一个特征，从最初那部表现怀乡愁恩和移民生活的《玛丽》到他七十岁时所写的那部大掉书袋的探索乱伦爱情之作《阿达》莫不如此。纳博科夫否认自己的创作有政治或道德的目的，对他来说，文学创作是运用语言进行的一种对现实的超越，因为“艺术的创造蕴含着比生活现实更多的真实”，他认为艺术最了不起的境界应具有异常的复杂性和迷惑性，所以他的作品致力于用语言制造扑朔迷离的时空迷宫，制造个人的有别于“早已界定”的生活与现实，显示出一种华美玄奥新奇的风格；此外，纳博科夫在昆虫学方面具有的兴趣和研究方式也使他的作品对事物的观察与描述显示出一种细致入微和精巧的特色。"
17,沉重的肉身,https://book.douban.com/subject/1059537/,8.7,3511, ,刘小枫,华夏出版社, , ,2004-1-1,287,29.00,平装, ,9787508033778,法国大革命时代的风云人物丹东究竟是怎样死的？他与妓女玛丽昂又有什么关系？牛虻和他的情人以及他情人的情人间的纠缠又是怎么一回事？卡吉娅和萨宾娜身体的丰盈及阿蕾特和特丽莎身体的沉重间的对比说明了什么？《十诫》所要表达的诚实、谎言、友爱、亲情、负疚……这些伦理问题对我们究竟意味着什么？毕希纳、昆德拉、基斯洛夫斯基这些思想大师给我们带来的是什么？作者刘小枫以其优美流畅的文笔、精辟独到的视角，向我们复述了一个令人深思乃至惊心动魄的故事，让我们思索人生。所谓现代性伦理，指的是人民伦理和个体自由伦理。时下人们正身不由己地从人民伦理脱身出来，转向个体自由伦理。本书的叙事纬语从人民伦理转到自由个体伦理，主要围绕中欧两位当代作家的叙事，以探讨两种不同的个体自由伦理的差异。,刘小枫，1956年出生于重庆。1993年起，任香港中文大学中国文化研究所研究员、北京大学比较文化研究所兼任教授。现任中国人民大学中文系客座教授、香港汉语基督教文化研究所学术总监、香港中文大学中国文化研究所荣誉研究员。现为中山大学哲学系教授、比较宗教研究所所长。主要学术著作有：《拯救与逍遥》、《沉重的肉身》，随笔集《我们这一代人的怕与爱》等。
18,贾想1996—2008,https://book.douban.com/subject/3547099/,8.6,8028, ,贾樟柯,北京大学出版社, , ,2009-3,266,24.00,平装, ,9787301149119,该书是贾樟柯本人第一本有关电影创作的著作，是对其十余年来导演生涯的梳理与总结，全景纪录了这些年来其思考和活动的踪迹。书中收录了贾樟柯导演生涯各时期对电影艺术孜孜不倦的探索和独特的思考，另有多篇与电影界、艺术界、媒体等多领域关键人物的代表性访谈。 全书以贾樟柯所拍电影为纲，所有收录文章以发表的时间顺序排列，呈现出导演个人敏感而执着的心路历程。发行其间还将由北大出版社出版贾樟柯的第一本电影专著，该书汇集了贾樟柯从影十二年里所写的心血文章和重要演讲，对谈实录。 全书文字风格坚定或迷惘，愤怒或幽默，更体现出贾樟柯以电影抒写“良知的乡愁”的深切情怀。,贾樟柯，中国第六代导演的代表性人物；2006年，故事片《三峡好人》获第63届威尼斯国际电影节最佳影片金狮奖；美国《纽约时报》评价他为“当今世界40岁以下的最佳导演”。 生于1970年，山西省汾阳人。1993年就读于北京电影学院(blog)文学系，从1995年起开始电影编导工作。1998年，其处女作《小武》获柏林电影节青年论坛大奖，国际电影界称他为“亚洲电影闪电般耀眼的希望之光”。2004年，获法兰西共和国文学艺术骑士勋章。2006年，故事片《三峡好人》获第63届威尼斯国际电影节最佳影片金狮奖，逐渐被国际公认为当代电影大师。至今为止，《三峡好人》一片已经获得超过40个国际奖项，其中包括美国洛杉矶影评人协会最佳外语片奖。 2007年，获达沃斯经济论坛“全球青年领袖”称号。同年，担任第60届戛纳国际电影节短片及电影基石单元评委会主席，是有史以来担任这项职务的最年轻导演。2008年，获法国杜维尔电影节杰出艺术成就奖，同年被英国《卫报》评选为全球十大环保人物。
19,曾有一个人，爱我如生命,https://book.douban.com/subject/3506871/,7.5,31133, ,舒仪,中国画报出版社, , ,2009-3,238,23.80,平装,纸上偶像剧,9787802203907,如果当初我勇敢，结局是不是不一样。如果当时你坚持，回忆会不会不这样。 我年少的爱人啊，你在我身上刻下伤痕、刻下时光。在那些泪眼相望的夜，我依然记得，你便是爱情本身…… 年少时，以为爱能超越一切，那时不明白，世上另有一种力量，叫做命运……,舒仪，七零年代出生，八零年代成长，九零年代逐渐褪去青涩，二十一世纪开始学习透过现象看本质。名校毕业，多年知名外企经历，职业经理人。工科背景，却深爱文字这种表述方式。外表更具欺骗性，看似温柔实则麻辣，是典型的表里不一，永恒的矛盾统一体。出版有《格子间女人》（中国妇女出版社）。
20,蝴蝶梦,https://book.douban.com/subject/1085021/,8.3,7984,英,达夫妮·杜穆里埃,上海译文出版社,Rebecca,林智玲 程德 译 / 陆谷孙 校,2002-3,318,16.00,平装,世界文学名著普及本（新版）,9787532727421,《蝴蝶梦》原名“吕蓓卡”，是达夫妮·杜穆里埃的成名作。 “我”与丧偶后萎靡不振的德温特先生一见钟情。但随他住进著名的曼陀里庄园后，却发现时时处在德温特已故的前妻吕蓓卡的阴影笼罩之下。一个偶然的机会，“我”发现吕蓓卡真正的死因，于是面临情与法的选择。不久，一场神秘的大火将漫陀里化为灰烬……作者通过情景交融的手法，成功地渲染了缠绵悱恻的怀乡忆旧和阴森压抑的绝望恐怖这样两种交叠渗透的气氛，加之全书悬念不断，使之成为一本多年畅销不衰的浪漫主义小说。,
