,书名,豆瓣链接,评分,评分人数,作者国籍,作者,出版社,原作名,译者,出版日期,页数,价格,装帧,丛书,ISBN,内容简介,作者简介
10,人性的弱点全集,https://book.douban.com/subject/1056295/,8.2,42176,美国,戴尔·卡耐基,中国发展出版社,How to Win Friends and Influence People,袁玲,2008-1,496,25.00,平装, ,9787800875830,《人性的弱点全集》汇集了卡耐基的思想精华和最激动人心的内容，是作者最成功的励志经典，出版后立即获得了广大读者的欢迎，成为西方世界最持久的人文畅销书。主要内容包括：与人相处的基本技巧、平安快乐的要诀、如何使人喜欢你、如何赢得他人的赞同、如何更好地说服他人、让你的家庭生活幸福快乐等十篇。,"戴尔·卡耐基（Dale Carnegie, 1888-1955) ，20世纪最著名的成功学导师，著作有《语言的突破》、《人性的光辉》、《人性的弱点》、《美好的人生》等。这些书和卡耐基的成人教育实践相辅相成，将卡耐基的人生智慧传播到世界各地，影响了千千万万人的思想和心态，激发了他们对生命的无限热忱与信心，勇敢地面对与搏击现实中的困难，追求自己充实美好的人生。"
11,佳期如梦,https://book.douban.com/subject/1962929/,7.9,39735, ,匪我思存,新世界出版社, , ,2007-2,296,20.00,平装16开,匪我思存作品,9787802282827,很多时候我们放弃，以为不过是一段感情，到了最后，才知道，原来那是一生。 与孟和平的初恋，是洁白芬芳的桅子花，开在安静的校园。事隔多年，再次重逢，他却成了无良地产商。而阮正东是名流贵族世家子弟，一向游戏人间，尽握众生繁华。对她的追求本是蓄意报复，却一不小心情愫暗生，泥足深陷。究竟谁才会是她的MR.RIGHT？,匪我思存，畅销书女作家。笔下的故事多为催人泪下的爱情悲剧，题材也比较多样化，现代都市类的，民国类的，架空历史类的都有，读者年龄层跨度也比较大，从中学生到白领，到40多岁的家庭主妇，其中以白领阶层为主。经常在《南风》、《公主志》等多家女性杂志发表短篇小说。
12,我的宝贝,https://book.douban.com/subject/1065239/,8.6,11762, ,三毛,哈尔滨出版社, , ,2003-4-1,312,16.60,平装,三毛全集（华文天下2003版）,9787806399095,每一个细腻且充满爱心的女人，都会把一大堆“破铜烂铁”当做宝贝收藏，因为每一件都有着特殊的故事。三毛也是这样的女人，这里有她珍爱的80余件“小东西”的图片，加上三毛娓娓道来的细语，成为一本绝佳的“枕边书”。重读三毛，读到的是浓情蜜意，读她对丈夫的情深意切，读她对父母的依依不舍，读她对友人眷眷情谊……,三毛 台湾著名作家，1943年3月26付 出生于重庆，浙江省定海县人。本名为阵懋平1946年改名陈平，笔名“三毛”。1964年进入文化大学哲学系，肄业后曾留学欧洲，婚后定居西属撒哈拉沙漠加那利岛，并以当地的生活为背景，写出一连串情感真挚的作品。 1981年回到台湾，留证文化大学任教， 1984年辞去教职，专职从事写作和演讲。1991 年1月4回去世，享年48岁。 三毛的足迹遍及世界各地，平生著作、译作十分丰富，其中《撒哈拉的故事》、《雨季不再来》、《哭泣的骆驼》、《我的宝贝》、《闹学记》、《滚滚红尘》等散文、小说、剧本更是脍炙人口，在全球华人社会广为流传，在大陆风靡一对，影响了整整一代人。
13,遗失了一只猫,https://book.douban.com/subject/1003148/,8.3,8040, ,幾米,现代出版社, , ,2005-1,96,20.00,平装,幾米作品,9787801884985,她的猫咪不见了…… 幾米这本以猫为画图主题的书，诉说的是一个都会女子的失恋心情。恍惚、惆怅、寻找、失落……，在他诗意的笔下，这些情绪像温暖的潮水，缓慢却气势慑人地袭来。城市中的孤单和彷徨，幾米总是看的透彻。这会儿他进入一人同时失去恋人和宠物的女子心灵，把那种淡淡的哀伤刻画极深。 “猫咪哪里去了？”路灯上、树影中……，都是，又都不是。每一幅图画中可爱的猫咪，都藏着动人的故事。,幾米，1998年开始个人的绘本创作。1999年以《向左走·向右走》、《听幾米唱歌》和《月亮忘记了》三部作品，展现惊人的创作力和多变的叙事风格。2000年《我的心中每天开出一朵花》风格清新真挚。此后作品的形式更自由多变。2001年创作《地下铁》、《照相本子》、《1、2、3、木头人》。2002年创作《我只能为你画一张小卡片》、《布瓜的世界》。2003年创作《幸运儿》。幾米的创作热情与强烈的创意，让作品的图像空间饶富诗意，深情而迷人，文字节奏简约而自成风格，并迭有新作，令人惊喜连连。作品广受好评，深受读者喜爱，风靡两岸，美、法、德、希腊、韩、日等国皆有译本。
14,这些都是你给我的爱,https://book.douban.com/subject/4714734/,8.3,61655, ,文,长江文艺出版社, , ,2010-3,181,24.80,平装,这些都是你给我的爱,9787535442215,《这些都是你给我的爱》讲述兔子男孩安东尼失恋后，为找寻曾经恋人一心向往的那棵“开满鲜花的树”，而环游旅行的故事。延续安东尼一贯深受读者青睐的无标点文字风格，用淡淡的语言，倾吐少年恋慕和成长的酸涩心事。,Echo/24/南京-墨尔本 建筑师 她画画 Anthony/25/大连-墨尔本  厨师 他写字 有生之年 欣喜相逢
15,项链,https://book.douban.com/subject/1258498/,8.5,42710,法,莫泊桑,河北教育出版社, ,顾加琛,2005-2,404,28.00,平装,世界小说书系,9787543425651,莫泊桑被尊称为“世界短篇小说之王”，他将短篇小说的趣味提升到前所未有的高度。在他的笔下，各种社会事件，如战争、政变、普选等，都得到了如实的表现；各个阶层的生活，如上层人士的纸醉金迷，中产阶级的锱必较，乡人村姑的朴素自然，都得到了形象的描绘；各种各样的人物，贵族、官僚、职员、店主、乞丐、妓女，都得到了逼真的刻画；各种各样的场景，如豪华的晚会、精致的沙龙、荒蛮的原野、喧哗的集镇、森严的官府、热门的街道，都得到了生动的写照。可以说，莫泊桑的短篇小说，是一幅栩栩如生的19世纪下半叶法国社会风俗长卷。,莫泊桑，19世纪后半期法国优秀的批判现实主义作家。一生创作了6部长篇小说和356多篇中短篇小说，他的文学成就以短篇小说最为突出，被誉为“短篇小说之王”，对后世产生极大影响。 莫泊桑出身于一个没落贵族之家，母亲醉心文艺。他受老师、诗人路易·布那影响，开始多种体裁的文学习作，后在福楼拜亲自指导下练习写作，参加了以左拉为首的自然主义作家集团的活动。 他以《羊脂球》（1880）入选《梅塘晚会》短篇小说集，一跃登上法国文坛，其创作盛期是80年代。10年间，他创作了6部长篇小说：《一生》（1883）、《俊友》（1885）、《温泉》（1886）、《皮埃尔和若望》（1887）、《像死一般坚强》（1889）、《我们的心》（1890）。这些作品揭露了第三共和国的黑暗内幕：内阁要员从金融巨头的利益出发，欺骗议会和民众，发动掠夺非洲殖民地摩洛哥的帝国主义战争；抨击了统治集团的腐朽、贪婪、尔虞我诈的荒淫无耻。莫泊桑还创作了350多部中短篇小说，在揭露上层统治者及其毒化下的社会风气盼同时，对被侮辱被损害的小人物寄予深切同情。短篇的主题大致可归纳为三个方面：第一是讽刺虚荣心和拜金主义，如《项链》、《我的叔叔于勒》；第二是描写劳动人民的悲惨遭遇，赞颂其正直、淳朴、宽厚的品格，如《归来》；第三是描写普法战争，反映法国人民爱国情绪，如《羊脂球》。莫泊桑短篇小说布局结构的精巧。典型细节的选用、叙事抒情的手法以及行云流水般的自然文笔，都给后世作家提供了楷模。
16,荒废集,https://book.douban.com/subject/3333989/,8.1,11557, ,陈丹青,广西师范大学出版社, , ,2009-1,381,39.00,平装,理想国·陈丹青作品,9787563379170,相较于《退步集》及其“续编”，《荒废集》依然显示作者敏锐多变的观察和视角。“自由谈”九篇短稿是新的言路的尝试；三篇再谈鲁迅的讲演、三篇奥运会开幕式评析，以及回顾七十年代的长篇随笔，分量较重，前者是对历史与文艺的深层阐述，后者重现了十年浩劫中，几代人被荒废的命运。,陈丹青，1953年生于上海，1970年至1978年辗转赣南与苏北农村插队落户，其间自习绘画。1978年以同等学力考入中央美术学院油画系研究生班，1980年毕业留校，1982年赴纽约定居，自由职业画家。2000年回国，现定居北京。早年作《西藏组画》，近十年作并置系列及书籍景物系列。业余写作，2000年出版文集《纽约琐记》，2002年出版《陈丹青音乐笔记》，2003年出版杂文集《多余的素材》，2005年出版杂文集《退步集》，影响巨大。
17,像少年啦飞驰,https://book.douban.com/subject/1914083/,7.6,8192, ,韩寒,二十一世纪出版社, , ,2006-9,218,18.00,平装,韩寒文集（2006版）,9787539135311,小说以第一人称的写作手法讲述了“我”的生活，为读者展示了一个颇具叛逆性的人物。 初涉社会，人物成长的过程中体会了社会的复杂和现实的残酷以及人心的不可探测，所以许多是作者的真实感受，是渗透阅历的写作。有失望、迷惘，但不断追求。,韩寒，1982年9月23日生。作家。赛车手。已出版著作《三重门》、《零下一度》、《像少年啦飞驰》、《通稿2003》、《毒》、《韩寒五年文集》、《长安乱》、《就这么漂来漂去》、《一座城池》。
18,夜玫瑰,https://book.douban.com/subject/1036243/,7.4,8803, ,蔡智恒,现代出版社, , ,2003-01,286,18.00,平装, ,9787800288524,每个人的灵魂深处都有一朵他深爱的玫瑰； 一本寂寞的人写给寂寞的人看的书； 柯智宏，一个离开家乡到台北工作的水利工程师 叶梅佳，一个深居简出在台北生活的寂寞女孩 皮皮，一只有着孤单眼神的狗狗 在光怪陆离的台北，演绎着他们自己的爱情故事 为了工作来台北打拼的工程师，找到了他在陌生城市的第一个棲身之所，叶梅桂是他的房东。工程师在叶梅桂的眼中读到了属于自己的寂寞，在叶梅桂如井般深遂的眼神中，启动了柯智宏脑中大学社团学姐跳舞的身影。那是大一时，学姐帶他跳的第一支舞以色列的民谣《夜玫瑰》，学姐翩翩舞姿深深打动着他。 台北生活的每天每天，白天的工作是精密逻辑思考的，晚上和叶梅桂的交往是温馨的，也是惊险万分的。面对神秘刁蛮的叶梅桂，柯智宏那大刀阔斧的治水本事也派不上用场，只随着叶梅桂的一切起舞。別忘了还有可爱的狗狗小皮。 《夜玫瑰》的文字仍旧充满着蔡智恒式的幽默，读起來忍不住嗤嗤地暴笑两声，然而笔下的爱情纯真地无以复加。 在爱情不确定的年代，蔡智恒永远让每个人心中的纯爱本色得到归属。,
19,伟大的博弈,https://book.douban.com/subject/1220853/,8.3,12966,美,约翰·S. 戈登,中信出版社,The Great Game: The Emergence of Wall Street as a World Power,祁斌,2005-1,381,39.00,平装, ,9787508601632,《伟大的博弈》是一部讲述以华尔街为代表的美国资本市场发展历史的著作。这本书以华尔街为主线展示了美国资本市场发展的全过程。它生动地讲述了华尔街从一条普普通通的小街发展成为世界金融中心的传奇般的历史，展现了以华尔街为代表的美国资本市场在美国经济发展和腾飞过程中的巨大作用。书中大量的历史事实和经济数据，让读者可以更全面和准确地认识美国资本市场的发展过程。,"约翰·斯蒂尔·戈登，美国作家和经济历史学家。1944年生于纽约，其祖父和外祖父均在纽约股票交易所拥有席位。他1966年毕业于范德比尔特大学,获历史学学士学位。在过去的二十年，他作为全职作家，著有《华尔街上的猩红女人——十九世纪六十年代的华尔街历史》，《汉密尔顿的赐福：美国国债的兴衰史》。1999年，他出版了《伟大的博弈——华尔街金融帝国的崛起》。 祁斌，《伟大的博弈》译者。1968年生于北京。1991年毕业于清华大学物理系并留校任教。1992年赴美留学，1995年获罗切斯特大学生物物理学硕士学位并通过博士资格考试，同年转学芝加哥大学商学院，1997年获MBA学位。从1997年起开始在华尔街工作，先后在伦敦、纽约等地从事一级市场、二级市场、资产管理和风险投资等业务。曾供职于法国巴黎银行和美国高盛集团，并曾在纽约一家风险投资基金任合伙人。2000年回国加入中国证券监督管理委员会，任战略规划委委员。2001年至今任中国证监会基金监管部副主任。"
20,18岁给我一个姑娘,https://book.douban.com/subject/1319345/,7.5,8911, ,冯唐,重庆出版社, , ,2005-6,231,18.00,平装16开, ,9787536671614,“我早在搬进这栋板楼之前，就听老流氓孔建国讲起过朱裳的妈妈，老流氓孔建国说朱裳的妈妈是绝代的尤物。我和朱裳第一次见面，就下定决心，要想尽办法一辈子和她耗在一起。” 十七八岁的少年没有时间概念，一辈子的意思往往是永远。 如果我的双手抚摸朱裳的头发，我不能一柱擎天的话，我就真的老了。可是，如果我诚心正意，不用真正抱她在怀里，不用真正的抚摸，她的人远在天边，但是我的双手沾满了记忆，伸向虚空，抚摸空气，她就在我的怀里，她的头发就在我的手指之间。我在转瞬间一柱擎手，我的真阳充沛，我的气数悠长无尽。我深吸一口气，我可以抓着自己的头像气球一样飘浮到天上，身子横陈。 与冯唐的的上一部小说《万物生长》相比，《十八岁时给我一个姑娘》可以看作是其前传，主人公都叫秋水，《万物生长》写的是大学生活，《十八岁时给我一个姑娘》叙述的则是中学生活的情爱断代史。记录作者在八十年代初的北京最初接触暴力和性时的感觉。,冯唐，生于1971年，北京土著。在协和医科大学学医八年，获医学博士学位，论文涉及妇科肿瘤的隐秘起源。赴美学商二年，获MBA，秋风起时觉得不如归去。现就职于一家管理咨询公司，从事旧时被称为幕僚或师爷的工作，重新出没于北京。
21,青灯,https://book.douban.com/subject/2988943/,8.3,11569, ,北岛,江苏文艺出版社, , ,2008-1,148,16.00,平装,北岛作品系列,9787539927473,《青灯》是诗人北岛的散文集，收录了他新近完成的十一篇作品。第一部分是忆念，主角是熊秉明、蔡其矫、魏斐德、冯亦代等故人，青灯素帐，烛影惶惶；第二部分则是游历，足迹遍及世界各地，作者在漂泊中怀揣着家园。 《青灯》：“故国残月/沉入深潭中/重如那些石头你把词语垒进历史/让河道转弯//花开几度/ 催动朝代盛衰/乌鸦即鼓声/帝王们如蚕吐丝/为你织成长卷//美女如云/护送内心航程/靑灯掀开梦的一角/你顺手挽住火焰/化作漫天大雪//把酒临风/你和中国一起老去/长廊贯穿春秋/大门口的陌生人正砸响门环”这是北岛献给汉学家魏斐德（Fred Wakeman）的诗，为纪念其退休而作。,北岛（1949-  ）， 原名赵振开，祖籍浙江，生于北京。80年代末移居国外。北岛的诗歌创作开始于十年动乱后期，反映了从迷惘到觉醒的一代青年的心声。清醒的思辨与直觉思维产生的隐喻、象征意象相结合，是北岛诗显著的艺术特征，具有高度概括力的悖论式警句，造成了北岛诗独有的振聋发聩的艺术力量。著有诗集《太阳城札记》、《北岛诗选》以及散文集《失败之书》等。
