,书名,豆瓣链接,评分,评分人数,作者国籍,作者,出版社,原作名,译者,出版日期,页数,价格,装帧,丛书,ISBN,内容简介,作者简介
24,写作,https://book.douban.com/subject/1400717/,8.0,4164,法国,玛格丽特·杜拉斯,上海译文出版社, ,桂裕芳,2005-7,127,18.00,精装,玛格丽特·杜拉斯作品系列,9787532736898,杜拉斯晚年的一部随笔集，一九九三年出版。题名为“写作”，但并不局限于写作本身。作家的点滴回忆与感受：孤独、酒精、情人、独居的乡村别墅、电影、乃至对小哥的爱都融入其中。全书收录了五个短篇，分别为《写作》、《年轻的英国飞行员之死》，《罗马》，《纯洁的数字》、《画展》。,玛格丽特·杜拉斯（1914-1996），法国当代最著名的女小说家、剧作家和电影艺术家。她于1914年4月4日出生在越南嘉定，父母都是小学教师。四岁时丧父，童年的苦难和母亲的悲惨命运影响了她的一生。 杜拉斯以小说《厚颜无耻之辈》（1943）开始她的文学生涯。她的作品不仅内容丰富，体裁多样，而且尤其注重文体，具有新颖独特的风格。早期小说《抵挡太平洋的堤坝》（1950）充分反映了童年时代的贫困生活，还有不少作品也是以印度支那的社会现实为题材的。《直布罗陀海峡的水手》（1952）等作品充满了镜头般的画面和口语式的对话，因此不少都被改编成影片；后来的小说如《塔尔奎尼亚的小马》（1953），《琴声如诉》（1958），《洛尔·V.斯坦的迷醉》（1964）等则善于打破传统的叙述模式，把虚构与现实融为一体，因而使她一度被认为是新小说派作家，其实她的小说只是在手法上与新小说类似，重视文体的诗意和音乐性，但在构思方面却大不相同。她在作品中描绘贫富对立和人的欲望，是在以独特的方式揭露社会现实。 杜拉斯在戏剧和电影方面同样成就卓著，她分别在1965、1968和1984年出版了三部戏剧集，在1983年还获得了法兰西学院的戏剧大奖。作为法国重要的电影流派“左岸派”的成员，她不仅写出了《广岛之恋》（1960）、《长别离》（1961）这样出色的电影剧本，而且从1965年起亲自担任导演，从影片《印度之歌》（1974）开始，每年都有一两部影片问世，而且有不少获得了国际大奖。
25,时生,https://book.douban.com/subject/4152754/,7.7,53056,日,东野圭吾,南海出版公司, ,徐建雄,2010-1,296,25.00,平装,新经典文库·东野圭吾作品,9787544245852,《时生》为东野圭吾迄今风格最独特的一部，以惊天动地的想象和鬼斧神工的解谜，将幻想、悬疑、穿越、推理、亲情熔为一炉，东野圭吾更称其为迄今“集大成之作”，在东野粉丝站上长期高踞“读者票选5佳”，超人气日剧《给父亲的口信》原著作品。其感人肺腑、泪中带笑的故事令人无不唏嘘动容…… 确信喜欢的人能好好活着，即便面对死亡，也有如看到了未来。 未来不仅仅是明天，未来在人的心中。只要心中有未来，人就能幸福…… 夜深，被格雷戈里综合征纠缠了17年的时生已至生命尽头。母亲宫本太太凄然说：“真想问问孩子：到世上走一回是什么感觉？他感到幸福吗？他恨不恨我们将他带到人间？” 宫本先生心如刀割。望着已成植物人的独子，他忽然想起一段尘封多年的奇妙往事：“其实，20年前，我和时生就已相识……” 到了我这个年龄，周围的朋友都有了孩子。问及生下孩子的原因时，所有人的回答都是“顺其自然”之类。但我更想知道的，是他们能否在孩子面前自信地问：“作为我们的孩子，你觉得高兴吗？”孩子是否会回以“我非常庆幸有你们这样的父母”，其实是永远的谜。我一直想解开这一谜团，这便是《时生》的源头。——东野圭吾 我从前不是文学青年，至今仍不那么喜欢读书。《时生》令我这个不喜欢读书的人都觉得很有趣，那就一定很有趣。——东野圭吾 因为涵盖了太多太多的元素，它乃是我迄今为止的集大成之作。——东野圭吾 对于过去的事，我似乎比别人记得多些，当时不以为意的体验，长大后才发现有些相当重大，其中有深厚的含义，这些都成为小说的主题。——东野圭吾,东野圭吾，日本著名作家。 1985年，凭《放学后》获第31届江户川乱步奖，开始专职写作。1999年，《秘密》获第52届日本推理作家协会奖，入围第120届直木奖；此后《白夜行》、《暗恋》、《信》、《幻夜》四度入围直木奖；2006年，《嫌疑人X的献身》史无前例地将第134届直木奖、第6届本格推理小说大奖及当年度三大推理小说排行榜第1名一并斩获。 早期作品多为精巧细致的本格推理，后期笔锋越发老辣，文字鲜加雕琢，叙述简练凶狠，情节跌宕诡异，故事架构几至匪夷所思的地步，擅长从极不合理之处写出极合理的故事，功力之深令世人骇然。
26,雨季不再来,https://book.douban.com/subject/1025243/,8.3,5414, ,（台湾）三毛,哈尔滨出版社, , ,2003-6-1,238,15.80,平装,三毛全集（华文天下2003版）,9787806399026,当三毛还是二毛的时候，写下了《雨季不再来》，这些在她17岁到22岁之间所发表的文稿，真实呈现出三毛少女时代的成长成感受。 看过《撒哈拉的故事》，再回顾三毛在《雨季不再来》中透露的纯势情怀和异质美感，可以清楚地印证她传奇般性格的痕迹。,三毛 台湾著名作家，1943年3月26日出生于重庆，浙江省定海县人。本名为陈懋平，1946年改名陈平，笔名“三毛”。1964年进入文化大学哲学系，肄业后曾留学欧洲，婚后定居西属撒哈拉沙漠加那利岛，并以当地的生活为背景，写出一连串情感真感真挚的作品。1981年因到台湾，曾在文化大学任教，1984年辞辞去教职，专职从事写作和演讲。1991年1月4日去世，享年48岁。 三毛的足迹遍及世界各地，平生著作、译作十分丰富，其中《撒哈拉的故事》、《雨季不再来》、《哭泣的骆驼》、《我的宝贝》、《闹学记》、《滚滚红尘》等散文、小说、剧本更是脍炙人口，在全球华人社会广为流传，在大陆风靡一时，影响了整整一代人。
27,香草山,https://book.douban.com/subject/1030470/,7.9,4144, ,余杰,长江文艺出版社, , ,2002-1,505,24.00,平装, ,9787535422774,《香草山》是作者余杰的一部自传性质的爱情小说。男女主人公廷生、宁萱从不相识到相识，从一般朋友一步跨越到亲密恋人，自是有很多浪漫和传奇色彩，但是，作者并不是要刻意表现他的恋爱生涯，而是在诠释“我们”为什么爱，为什么“我们”爱的背后不仅仅是甜蜜，而且还有无尽的叹息和受苦、奋斗、不可战胜的渴望实现人生价值的自由灵魂。,余杰，当代作家。1973年10月3日生于成都平原的小镇。1992年考入北京大学中文系，2000年获文学硕士学位。他在1998年出版散文随笔集《火与冰》，引起巨大反响。同年出版《铁屋中的呐喊》，“抽屉文学”之名在大学校园不胫而走。此后三年间，先后出版了《文明的创痛》、《说，还是不说》、《尴尬时代》、《想飞的翅膀》、《爱与痛的边缘》和《老鼠爱大米》等作品。
28,为什么读经典,https://book.douban.com/subject/1868698/,8.4,3640,意,伊塔洛·卡尔维诺,译林出版社, ,黄灿然,2006-8,310,25.00,平装,卡尔维诺作品集,9787544700993,《为什么读经典》的第一版由埃斯特尔·卡尔维诺编辑，在蒙达多里出版社的“伊塔洛·卡尔维诺的书”丛书中出版。除了给予这本书以书名的那篇文章，这个在作者死后出版的文集包括了三十五篇绝大多数是上世纪七十和八十年代的文章（只有四篇是上世纪五十年代的，两篇是上世纪六十年代的），谈论了那些在不同程度上并由于各种不同原因而对卡尔维诺有重要意义，或是激起他的钦佩的作家—从荷马到格诺。 这一版的《为什么读经典》完全重印了该书的第一版，包括由埃斯特尔·卡尔维诺签名的卷首语。书中转摘了卡尔维诺在1959年春天为回答《新论点》杂志向当时主要的意大利作家提出的“九个问题”而专门写的答案，作为作者的前言。将卡尔维诺在1959年的喜好——这些喜好仅仅用一句短语（“我爱……因为……”）来说明——与他相同和随后年代的文章里那些经过分析和充分论证的喜好（特别是关于相同的那些作者）加以对照，作者觉得这是件有趣的事。,伊塔洛·卡尔维诺（1923-1985）是意大利当代最有世界影响的作家。他在四十年的创作实践中，不断探索和创新，力求以最贴切的方法和形式表现当今的社会和现代人的精神，以及他对人生的感悟和信念。他的作品风格多样，每一部都达到极高的水准，表现了时代，更超越了时代。他于1985年猝然逝世，而与当年的诺贝尔文学奖失之交臂，但他在国际文坛上的影响与日俱增，他的创作日益受到人们的关注。
29,人魚之傷,https://book.douban.com/subject/1458186/,8.7,3951, ,高橋留美子 / 高桥留美子,尖端, ,真魚,2004 年 06 月 24 日,240頁,NT120,平裝 /  32K,人鱼系列,9780614369717,人魚系列之二。 目錄： 夢的終結 約定的明日 人魚之傷,
30,巴黎手作创意人,https://book.douban.com/subject/2383005/,7.5,2879, ,Editions de Paris 编著,山东人民出版社,Créateur à Paris,叶子,2008-1,123,35.00,平装,Editions de Paris,9787209043526,多位巴黎手作创意人专为这本书提供了原创手工作品的制作方法及步骤，将私房小店与读者亲密分享。 这本书里的创意人，多有颇具规模的工作室或创意店铺，甚至许多世界名牌都是他们的客户。这些创意人的生活或工作空间，都非常精彩，浪漫不甘寂寞的巴黎人喜欢绚烂丰富的色彩，但不同艳丽色彩齐聚一个空间却不觉庸俗，只有“乱花渐欲迷人眼”般仿佛来自大自然的明媚之感。每个创意人的简介和空间展示之后，附有他们教给读者做的一个小玩意，看上去可行性强，做出来效果也好，颇有让人想尝试的冲动。 书中同时收录巴黎最具创造力的设计师们爱逛的咖啡厅、餐厅、设计精品店等等这类流行店面的信息。,
31,多余的素材,https://book.douban.com/subject/1064271/,8.0,2677, ,陈丹青,山东画报出版社, , ,2003-01,200,28.00,平装, ,9787806036747,本书内容：1968年，“文革”乱世，我满十五岁，趁乱学起油画来。在大墙面大铁皮上才画了几幅毛主席“红宝像”，我就认定自己已经是个法画家。冬季头一场雪，我约了两位大我几岁的工人画友，郑学明，李云晖，直奔淮海路西端襄阳公园，瞄准园外那座有五个圆顶的东正教教堂画写生。那年，教堂早已成了卢湾区抄家物资管理办公室，但圆顶不容易“抄”走，我们早就选定一下雪就画它：它多像苏联画册中的景象——什么是苏联，旧俄、东正教，我们全不懂，但那又怎样！,陈丹青，1953年生于上海，1970年至1978年辗转赣南苏北农村插队落户，期间自习绘画。1978年以同等学历入中央美术学院油画系研究生班，1980年毕业留校，1982年赴纽约定居，自由职业画家。2000年受聘清华大学美术学院，现定居北京。因两度进藏，作《西藏组画》等油画创作。近十年作大型并置系列及书籍静物系列。2000年出版文集《纽约琐记》，2002年出版随笔集《陈丹青音乐笔记》。
32,与安东尼奥尼一起的时光,https://book.douban.com/subject/1016806/,8.2,1718,德国,维姆·文德斯,广西师范大学出版社,Die Zeit mit Antonioni: Chronik eines Films,李宏宇,2004-09,221,22.00,平装, ,9787563348602,文德斯是“德国新电影四杰”之一，安东尼奥尼（1912－2007）是世界著名的意大利导演，20世纪电影的代表性人物。从40年代到80年代初安东尼奥尼拍摄了近30部影片，其中《奇遇》、《夜》、《蚀》、《红色沙漠》、《放大》等作品已成为电影史上的经典。 1985年的一次中风使安东尼奥尼变得行动不便，并丧失了说话写字的能力，只能画草图，因此沉寂影坛 10年。1994年，他重燃创作欲望，在文德斯的协助下再执导筒拍摄《云上的日子》。本书是文德斯在这部电影拍摄期间所写的日记，字里行间饱含着他细致的洞察力和对安东尼奥尼的崇敬之情，真实而感人地记录了当代电影著名作品的完成过程。这是一本电影大师写电影大师的书，但不是单纯的人物和作品描述或评论，而是两位大师合作过程的思想、精神、技术交流与碰撞以至融合的特殊经验记录，在电影史中也是独一无二的。同时，文德斯详细地记述了一部电影如何付诸实现的许多细节－－包括幕前幕后的每个环节，整个团队人员的相互关系，人与人之间的摩擦与沟通，一些拍摄技术的处理，突发情况的应对等。没有高深的理论、概念之类的东西，只要对电影术语稍有认识，谁都能够轻松愉快地读完，了解一部电影是如何诞生。,维姆・文德斯 Wim Wenders 著名电影导演，与法斯宾德、施隆多夫和赫尔措格并称为“德国新电影四杰”，是20世纪70年代“新德国电影运动”（New German Cinema）的代表人物之一。 文德斯1945年出生于德国杜塞尔多夫，1963－1965年在慕尼黑大学学习医学及哲学专业，1966年投考巴黎高等电影学院失败，用一年时间在巴黎电影资料馆观摩大量影片自学成才。1970年代，受当时美国公路电影的启发，以及出于少年时对西部片的喜爱，文德斯开始拍摄属于自己的欧洲式的公路电影，并由此奠定了他日后的创作方向，开始了他在光影世界里的慢慢流浪。在他的著名电影作品《德州巴黎》、《美国朋友》、《柏林苍穹下》、《直到世界末日》……中，流浪与疏离成为永远的主角，文德斯也借由这两个元素在银幕上创造出一个个充满诗意与虚空感的世界，赢得了评论家和观众们的喜爱，并多次荣获夏纳、柏林、威尼斯等国际电影节的大奖，在国际影坛上拥有举足轻重的地位。
33,生命中不能承受之轻,https://book.douban.com/subject/1433377/,8.7,11873,捷克,米兰·昆德拉,作家出版社, ,韩少功,1987-9,345,2.20,平装,作家参考丛书, ,最沉重的负担压迫着我们，让我们屈服于它，把我们压到地上。但在历代的爱情诗中，女人总渴望承受一个男性身体的重量。于是，最沉重的负担同时也成了最强盛的生命力的影像。负担越重，我们的生命越贴近大地，它就越真切实在。相反，当负担完全缺失，人就会变得比空气还轻，就会飘起来，就会远离大地和地上的生命，人也就只是一个半真的存在，其运动也会变得自由而没有意义。那么，到底选择什么？是重还是轻？ 米兰·昆德拉最负盛名的作品之一。小说描写了托马斯与特丽莎、萨丽娜之间的感情生活。但是，它绝不是一个男人和两个女人的三角性爱故事，它是一部哲理小说，小说从“永恒轮回”的讨论开始，把我们带入了对一系列问题的思考中，比如，轻与重，比如，灵与肉，它带领着我们思考——什么才是人类不能承受的生命之轻？意蕴深远，读它，你能领悟到智慧的力量，但又绝不枯燥。 《生命中不能承受之轻》是米兰·昆德拉的代表作，也是一部意象繁复的书，其中装载了多种涵义：被政治化了的社会内涵的揭示、人性考察、个人命运在特定历史与政治语境下的呈现，以及对两性关系本质上的探索等。昆德拉极其聪明地将这些元素糅合在一起，写成一部非同凡响的小说——其中既有隐喻式的哲学思考，也有人的悲欢离合的生命历程的展现。,"米兰·昆德拉（Milan Kundera, 1929- ），捷克小说家，生于捷克布尔诺市。父亲为钢琴家、音乐艺术学院的教授。生长于一个小国在他看来实在是一种优势，因为身处小国，“要么做一个可怜的、眼光狭窄的人”，要么成为一个广闻博识的“世界性的人”。童年时代，他便学过作曲，受过良好的音乐熏陶和教育。少年时代，开始广泛阅读世界文艺名著。青年时代，写过诗和剧本，画过画，搞过音乐并从事过电影教学。总之，用他自己的话说， “我曾在艺术领域里四处摸索，试图找到我的方向。”50年代初，他作为诗人登上文坛，出版过《人，一座广阔的花园》（1953）、《独白》（1957）以及《最后一个五月》等诗集。但诗歌创作显然不是他的长远追求。最后，当他在30岁左右写出第一个短篇小说后，他确信找到了自己的方向，从此走上了小说创作之路。 1967年，他的第一部长篇小说《玩笑》在捷克出版，获得巨大成功，连出三版，印数惊人，每次都在几天内售馨。作者在捷克当代文坛上的重要地位从此确定。但好景不长。1968年，苏联入侵捷克后，《玩笑》被列为禁书。昆德拉失去了在电影学院的职务。他的文学创作难以进行。在此情形下，他携妻子于1975年离开捷克，来到法国。 移居法国后，他很快便成为法国读者最喜爱的外国作家之一。他的绝大多数作品，如《笑忘录》（1978）、《不能承受的存在之轻》（1984）、《不朽》（1990）等等都是首先在法国走红，然后才引起世界文坛的瞩目。他曾多次获得国际文学奖，并多次被提名为诺贝尔文学奖的候选人。 除小说外，昆德拉还出版过三本论述小说艺术的文集，其中《小说的艺术》（1936）以及《被叛卖的遗嘱》（1993）在世界各地流传甚广。 昆德拉善于以反讽手法，用幽默的语调描绘人类境况。他的作品表面轻松，实质沉重；表面随意，实质精致；表面通俗，实质深邃而又机智，充满了人生智慧。正因如此，在世界许多国家，一次又一次地掀起了“昆德拉热”。 昆德拉原先一直用捷克语进行创作。但近年来，他开始尝试用法语写作，已出版了《缓慢》（1995）和《身份》（1997）两部小说。"
34,一个人泡澡,https://book.douban.com/subject/2071404/,7.3,4370,日,高木直子 图文 / [日本,中国轻工业出版社, ,陈其伶,2007-5,126,20.00,平装,高木直子绘本系列,9787501959556,在寒风刺骨的日子里、汗流浃背的大热天里、奔波劳累一天而累得不行的日子里，让人不禁会想：“啊～～好想赶快回家泡个舒服的澡喔～。”我也最喜欢泡澡了。泡澡不但能洁净身体，还能够恢复体力、养颜美容，让人充满幸福感，是很享受的一件事呢。不过，你们知道“只用热水泡澡对身体刺激大”这句话吗？由于一般的热水里含有杂质很少，导热较快，反而会让身体更疲劳，甚至有时还会让血压上升呢。泡澡时加入泡澡粉则能预防这些情形。不但能舒缓温润身体，还可以减少对皮肤的直接刺激。虽说，只要去专卖店就能买到各式各样的泡澡粉，其实家里面的一些东西或随处可见的花草，都能拿来放进浴缸当做是泡澡的好材料。再说对于市面上的贩卖的泡澡粉，多少会担心色素或香料过量，如果是自己动手的话，不但可以安心使用，也更简单经济呢！这次，除了体验各种对身体好，又环保又省钱的泡澡粉之外，还尝试了不同的泡澡方式，希望能当做各位泡澡生活的参考哦！,高木直子，1974年出生于日本三重县，以成为插画家为目标。乐享《150cm Life》的高木直子1998年《一个人上东京》，且《一个人住第5年》后，终于有了大公寓，有了大大的浴缸，终于可以自得其乐地享受《一个人泡澡》的乐趣，正开心着呢！目前除了插画小品之外，也用亚克力颜料创作插画、漫画等等。
35,Happy Birth Day,https://book.douban.com/subject/1823349/,9.0,5005, ,阿信,新星出版社, , ,2006-7,185,32.00,平装, ,9787802250895,五月天阿信除了动人的歌声及舞台魅力之外，五月天的众多招牌歌曲都是由阿信作词，唱片界也有許多当紅歌手特別向阿信邀歌，他的文字功力可說是有口皆碑。 这本书收录了阿信精心挑选的精华歌词66首，搭配旅日女性摄影师IVY拍摄的写真故事，还加上阿信的个人摄影作品，可说是阿信历年来的心血结晶。,阿信，五月天乐团主唱，生日12月6日，射手座。自1998发表第一首歌曲《轧车》，至今发表过的创作歌曲已起过100首，为华人流行音乐带领流行不可或缺的创作者之一。
36,九州·斛珠夫人,https://book.douban.com/subject/1452923/,7.9,8692, ,萧如瑟,新世界出版社, , ,2006-1,233,20.00,平装,九州书系,9787801879219,天与地无边无际的绵绵飞雪里，他于她身后挽圆弓弩。那一箭，她不躲不避，不闪不藏，眼睁睁看他射出这一往无回的命运。从此，永失幸福…… 这本书是《九洲》系列中首部描写鲛族的长篇作品，作者萧如瑟以惊艳的笔触写就一段倾城情事…… 天与地无边无际的绵绵飞雪里，他于她身后挽圆弓弩。那一箭，她不躲不避，不闪不藏，眼睁睁看他射出这一往无回的命运。从此，永失幸福…… 本书是作者想要说的一个故事，没有章法，也不想划地自限。于是翻开书页，踏上浩瀚的九州大地。在那里，日暮原野上少年纵马奔驰，鲜血浸染的土壤绽放蔷薇，而黑暗中，有人轻轻拨动命运的弦索。,萧如瑟，她是一只忙碌起来风驰电掣火花四迸、闲散起来就蹲在房间角落默默发霉的奇异生物。 学生时代提着长笛盒子和乐谱跑去打街机。十六岁茫然地晃进大学，二十岁茫然地毕业。周末偶尔在广播电台当客座DJ。 喜欢台风天气、套头毛衣、锡兰茶、彩色铅笔、长笛、莫奈的画、看天发呆。 最喜欢的运动是眼保健操，理想中的职业是图书管理员。 写字只是因为想要说个故事，没有章法，也不想划地自限。 于是翻开书页，踏上浩瀚的九州大地。在那里，日暮原野上少年纵马奔驰，鲜血浸染的土壤绽放蔷薇，而黑暗中，有人轻轻拨动命运的弦索。
37,神秘岛,https://book.douban.com/subject/1275608/,8.8,9535, ,(法)儒勒.凡尔纳,中国青年出版社, ,联星,1957-05,709,26.70,平装,凡尔纳选集（再版）,9787500604433,《神秘岛》是法国著名科幻小说家儒尔·凡尔纳的三部曲之一，其他两部是《格兰特船长的儿女》和《海底两万里》。该书叙述美国南北战争期间，五名北军俘虏乘坐气球，从南军大本营里士满出逃。途中遭遇风暴，被抛到南太平滚一个荒无人烟的小岛上。这些落难者依靠自己的智慧和过人的毅力，克服了种种困难，不仅顽强地生存下来，而且还把小岛建设成一个繁荣富庶的乐园。整部小说情节跌宕起伏，充满了对奇异多姿的自然界的描写，并且把各种知识融会到惊心动魄的故事之中，因此出版至今虽然已有一百多年，但仍探受世界各地读者的推崇和喜爱。,儒勒·凡尔纳（Jules Verne，1828.2.8～1905.3.25）生于法国西部海港南特，他在构成市区一部分的劳阿尔河上的菲伊德岛生活学习到中学毕业。父亲是位颇为成功的律师，一心希望子承父业。但是凡尔纳自幼热爱海洋，向往远航探险。11岁时，他曾志愿上船当见习生，远航印度，结果被家人发现接回了家。为此凡尔纳挨了一顿狠揍，并躺在床上流着泪保证：“以后保证只躺在床上在幻想中旅行。”也许正是由于这一童年的经历，客观上促使凡尔纳一生驰骋于幻想之中，创作出如此众多的著名科幻作品。 18岁时，他遵父嘱，去巴黎攻读法律，可是他对法律毫无兴趣，却爱上了文学和戏剧。一次，凡尔纳自一场晚会早退，下楼时他忽然童心大发，沿楼梯扶手悠然滑下，不想正撞在一位胖绅士身上。凡尔纳非常尴尬，道歉之后随口询问对方吃饭没有，对方回答说刚吃过南特炒鸡蛋。凡尔纳听罢摇头，声称巴黎根本没有正宗的南特炒鸡蛋，因为他即南特人而且拿手此菜。胖绅士闻言大喜，诚邀凡尔纳登门献艺。二人友谊从此开始，并一度合写戏剧，为凡尔纳走上创作之路创造了有利条件。这位胖绅士的名字是大仲马。毕业后，他更是一门心思投入诗歌和戏剧的创作，为此不仅受到父亲的严厉训斥，并失去了父亲的经济资助。他不得不在贫困中奋斗，以读书为乐。他十分欣赏雨果、巴尔扎克、大仲马和英国的莎士比亚。在巴黎，他创作了20个剧本（未出版）和一些充满浪漫激情的诗歌。 后来，凡尔纳与大仲马合作创作了剧本《折断的麦秆》并得以上演，这标志着凡尔纳在文学界取得了初步的成功。在继续创作的过程中，凡尔纳感到文学创作似乎缺乏出路，而且他发现当时文坛上的人都在找出路，都在试图把其他领域的知识融进戏剧。比如大仲马是将历史学融进文学，而巴尔扎克则把社会伦理学融进文学……这时凡尔纳发现，只剩下地理学还没有被开发。 于是凡尔纳利用一年的时间进行试验，创作出《冰川上面过冬》等作品，但未发表。 1856年凡尔纳乘火车来到北部城市亚眠，遇到一名带着两个孩子的漂亮寡妇，一见终情并求婚，继而结婚。接着凡尔纳搬家过去，从此开始认真创作。其时29岁。 凡尔纳创作出《气球上的五星期》后，16家出版社无人理睬，愤然投入火中，被妻子抢救出来，送入第17家出版社后被出版。赏识此书的编辑叫赫茨尔，从此凡尔纳遇到了知音，与之结下终身友谊。黑格尔与凡尔纳签订合同，一年为其出版两本科幻小说。 《气球上的五星期》出版之后，凡尔纳的创作进入了一个多方面的探索时期，他试验多种写法，朝多种方向进行探索，一发不可收拾。每年出版两本，总标题为《奇异的旅行》，包括《地心游记》《从地球到月球》《环绕月球》《海底两万里》《神秘岛》等等，囊括了陆地、海洋和天空……此后探索停止，开始成熟，进入平稳的发展时期，创作出《80天环绕地球》《太阳系历险记》《两年假期》等优秀作品。随着声望的增高，凡尔纳的财富也在迅速增长。 凡尔纳的晚年不是十分幸福，创作减少并进入衰弱期，其《卡尔巴阡的古堡》有一定的自传性，表现了生活中隐秘的侧面。 1905年3月17日凡尔纳出现偏瘫，24日失去知觉，25日晨8:00去世。 1905年3月28日大出殡，全世界纷纷电唁，悼念这位伟大的科幻作家。 凡尔纳的故事生动幽默，妙语横生，又能激发人们尤其是青少年热爱科学、向往探险的热情，所以一百多年来，一直受到世界各地读者的欢迎。据联合国教科文组织的资料表明，凡尔纳是世界上被翻译的作品最多的十大名家之一。 凡尔纳是一个非常优秀的通俗小说作家，有一种能够把自己的幻觉变得能够触摸的本领，其感觉是全方位的，从平淡的文学中传达出某种人类的热情。但凡尔纳的小说中人物除了少数几个外都是一模一样的，他似乎塑造不出更重要的人物，人物都是脸谱化的简单的好人坏人，没有什么心理活动；从其作品人物性别单一化上还可看出他对女人的偏见，隐隐流露出深受其苦的心态。此外凡尔纳的作品中充满了明显的社会倾向，是一个爱国者（法国人最好）、民族解放主义者（支持被压迫民族斗争），在某种程度上是一个无政府主义者（从某些作品中表现出无秩序者），最后还是一个银河帝国主义者（有缔造宇宙帝国的欲望）。 凡尔纳的作品里充满了知识，但他本人却是一名宇宙神秘主义者，对世界有一种神秘的崇拜。在他的小说中，有时候思考问题不够深刻，主题也常常重复。
38,迟到的间隔年,https://book.douban.com/subject/3905366/,7.8,16619, ,孙东纯,中信出版社, , ,2009-9,212,26.00,平装,中信小步文化系列,9787508616339,"20世纪的六七十年代,西方世界诞生了一批批青年人,他们抵抗社会既有的各种制度和观念,用公社式的和流浪的生活方式来表达他们对社会主流的不满.他们倡导和平非暴力,反对战争;他们提倡”爱”,寻求直接表达爱的方式的人际关系,主张性开放;他们追求自由,同时也依赖毒品.他们被当时的西方社会称为”颓废的一代”---嬉皮士.到了八十年代,一部分嬉皮士开始回归他们一度反抗唾弃的社会,重新找到自己的定位,过起正常人的生活.从某些方面来说,这可能也是嬉皮文化向主流文化妥协的结果. 只是,不管嬉皮文化是多么地非主流,嬉皮士的流浪式生活勾起了青年人对外面未知世界了解的渴望,成为了青年环球旅行的导火索.于是,就在中国的改革开放刚刚开始不久的八十年代, 当一批批的嬉皮士回归社会的时候,另一批欧洲青年背起背包又开始出行，在全球掀起了背包旅行热。甚至，西方的许多大学教育鼓励学生外出旅行，增长见识，拓展眼界。间隔年（The gap year）就在那个时候诞生的，间隔年是西方国家的青年在升学或者毕业之后工作之前，做一次长期的旅行(通常是一年)，让学生在步入社会之前体验社会的生活。在间隔年期间,学生在旅行的同时通常也适当做一些与自己专业相关的工作或者一些非政府组织的志愿者工作,他们相信，这样更加有利于学生找到更好的工作或者找到自己真正想要的工作，从而更好地融入社会。 第一次完全接触到间隔年这个概念,是伊朗一个朋友来中国的时候带给我的一本关于间隔年的书---寂寞星球的<间隔年>.我觉得这个概念很好,很适合我们中国当今的年轻人,虽然我已经太”老”了. 不能说当初要远足的理由是因为间隔年这个概念,当初的出走是因为需要而并非是什么东西触发了我的脑神经.但如果实在要给我的远足套上一个主题,那也非间隔年莫属,因为当初出来之前我已经联系好了印度中南部的一个艾滋病组织,他们同意我到他们那里做两个月的志愿工. 我的上司是个好人,他竟然同意给我三个月的假期让我去远足,这是我始料未及的.于是,当一切地因素都确定了下来之后,2006年12月1日,我离开我居住了将近7年的城市,开始了我迟到的间隔年---三个月的迷你型间隔年.我原本的计划是花两个月的时间在印度做义工,再花一个月到西藏旅行. 不料到了泰国之后,很多事情预料未及,耽搁了时间,而我的迷你型间隔年也变成了一次辗转亚洲的远足,从东南亚的泰国走到老挝,从老挝到中国云南,进入缅甸,到印度,巴基斯坦,新疆,西藏,尼泊尔,走访了6个国家,一走便是13个月,”间隔年”反而变得名副其实了. 我名副其实地间隔年名副其实地迟了到……",blog.sina.com.cn/hikker 2006年12月1日，我带着一张仅存有21000元人民币的国际银行卡，离开自己生活多年的城市，带着一个不知道可以给自己带来什么的“间隔年”主题。殊不知从原来计划的三个月走到十三个月，从原来计划的目的国印度变成一次横跨亚洲的旅途，从澳门经泰国、老挝、云南、缅甸、印度、巴基斯坦、新疆、到西藏、尼泊尔，一路上边旅行，边以义工的身份服务于非政府组织，帮助当地需要帮助的人…… 在路上，我遇到了我现在的日本妻子，开始懂得向家人感恩，学习怎样关心照顾身边的人，我迟到的“间隔年”成了一次学习爱的旅途。
39,Zetsuai 01,https://book.douban.com/subject/1753798/,8.5,5702, ,尾崎南,Carlsen Verlag GmbH, ,Nina Olligschläger,2000-11,192,JPY 9.75,ペーパーバック, ,9783551747761,足球天才少年泉拓人在雨夜偶遇醉酒滩在路边的偶像歌手南条晃司，出于善心把他捡回家。从那一刻起，命运的红线把他们紧紧捆绑在一起……,
